record_index,ida,has_true_match,n_valid_matches,ft_lr_top1_idb,ft_lr_top1_score,ft_lr_top2_score,ft_lr_gap,ft_lr_threshold,ft_lr_declared,ft_lr_category,dataset,seed,ce_direct_declared,ce_direct_category
40,32314,True,1,207509842,0.9463195428814503,0.05541015922568428,0.890909383655766,0.40000000000000013,True,correct,ECOM,42,True,correct
41,34968,True,1,209297152,0.6840449967046915,0.09823529035340955,0.5858097063512819,0.40000000000000013,True,correct,ECOM,42,True,correct
42,34864,True,1,208294717,0.8933832456790899,0.7316090212146094,0.16177422446448053,0.40000000000000013,True,correct,ECOM,42,True,correct
43,37531,True,1,204226641,0.8136627091961299,0.005391763798766589,0.8082709453973633,0.40000000000000013,True,correct,ECOM,42,True,correct
44,38098,True,1,209026630,0.7553781357130276,0.023482554830709202,0.7318955808823184,0.40000000000000013,True,correct,ECOM,42,True,correct
45,22100,True,1,201953026,0.06368120079198296,0.05003799112066151,0.013643209671321446,0.40000000000000013,False,missing_match,ECOM,42,True,correct
46,20447,True,1,90128026,0.8138719610385453,0.05224493710140965,0.7616270239371357,0.40000000000000013,True,correct,ECOM,42,True,correct
47,13945,True,1,207544306,0.6884632927666633,0.08270661104727202,0.6057566817193912,0.40000000000000013,True,correct,ECOM,42,True,correct
48,35925,True,2,202592699,0.8139008162727801,0.046540152829351415,0.7673606634434287,0.40000000000000013,True,correct,ECOM,42,True,correct
49,33908,True,1,208111903,0.2312363500718168,0.04717910236048593,0.18405724771133086,0.40000000000000013,False,missing_match,ECOM,42,True,correct
50,26444,True,1,203407045,0.2863892371656593,0.11374063317097287,0.1726486039946864,0.40000000000000013,False,missing_match,ECOM,42,True,correct
51,33536,True,1,206898357,0.7233079035157647,0.0493948305107113,0.6739130730050534,0.40000000000000013,True,correct,ECOM,42,True,correct
52,32112,True,1,206356230,0.9067643652602444,0.45803250139536045,0.44873186386488395,0.40000000000000013,True,correct,ECOM,42,True,correct
53,26622,True,1,203201062,0.8677434566486047,0.14981879058365855,0.7179246660649462,0.40000000000000013,True,correct,ECOM,42,True,correct
54,34361,True,1,207642497,0.2849975581587961,0.01889010430618468,0.2661074538526115,0.40000000000000013,False,missing_match,ECOM,42,True,correct
55,36388,True,1,208226694,0.7942499417447915,0.06726209384756975,0.7269878478972217,0.40000000000000013,True,correct,ECOM,42,True,correct
56,37310,True,1,209901965,0.8027113860412003,0.7351262953613793,0.06758509067982099,0.40000000000000013,True,false_link,ECOM,42,True,correct
57,34725,True,1,207666381,0.9472604791959962,0.4142895311517603,0.532970948044236,0.40000000000000013,True,correct,ECOM,42,True,correct
58,33275,True,1,206808430,0.8334259853454637,0.10479819971408329,0.7286277856313804,0.40000000000000013,True,correct,ECOM,42,True,correct
59,36906,True,1,208656495,0.18785697445620436,0.015470295853640003,0.17238667860256435,0.40000000000000013,False,missing_match,ECOM,42,True,correct
60,33158,True,1,207338961,0.6839879511011191,0.1291762651365348,0.5548116859645843,0.40000000000000013,True,correct,ECOM,42,True,correct
61,38826,True,1,208294970,0.5673895607417729,0.5624535007164695,0.004936060025303446,0.40000000000000013,True,correct,ECOM,42,False,missing_match
62,34934,True,1,208117929,0.046300325928840834,0.046300325928840834,0.0,0.40000000000000013,False,missing_match,ECOM,42,False,missing_match
63,29574,True,1,204559209,0.9020245745378934,0.43706412179819465,0.46496045273969877,0.40000000000000013,True,correct,ECOM,42,True,correct
64,36494,True,1,204740975,0.8868624778653672,0.37817196322163615,0.508690514643731,0.40000000000000013,True,correct,ECOM,42,True,correct
65,36168,True,1,208171630,0.928279760426057,0.8434481519507632,0.08483160847529381,0.40000000000000013,True,correct,ECOM,42,True,correct
66,36816,True,1,208893656,0.15748671544683046,0.1414586377053804,0.01602807774145007,0.40000000000000013,False,missing_match,ECOM,42,True,false_link
67,33471,True,1,208294727,0.9155819708454992,0.8048910485016515,0.1106909223438477,0.40000000000000013,True,correct,ECOM,42,True,correct
68,33767,True,1,208112357,0.9167017513175932,0.8838547650233302,0.03284698629426308,0.40000000000000013,True,correct,ECOM,42,True,false_link
69,36249,True,1,208504437,0.17582236679221486,0.01479652960898551,0.16102583718322935,0.40000000000000013,False,missing_match,ECOM,42,False,missing_match
70,33997,True,1,207390717,0.8549671608552987,0.6495000907463507,0.20546707010894794,0.40000000000000013,True,correct,ECOM,42,True,correct
71,38388,True,1,210399777,0.7722808747892433,0.007408705870454228,0.7648721689187891,0.40000000000000013,True,correct,ECOM,42,True,correct
72,34154,True,1,207390673,0.8642243933299322,0.7525850770336843,0.1116393162962479,0.40000000000000013,True,correct,ECOM,42,True,correct
73,32034,True,1,10333368,0.7206512017196601,0.003760390277706315,0.7168908114419538,0.40000000000000013,True,correct,ECOM,42,True,correct
74,22242,True,1,203198950,0.604561701197455,0.12191941988925116,0.48264228130820386,0.40000000000000013,True,correct,ECOM,42,True,correct
75,34076,True,1,207959750,0.7105479552672531,0.23164832807159072,0.47889962719566237,0.40000000000000013,True,correct,ECOM,42,True,correct
76,39054,True,1,207390496,0.05369396460329926,0.009039715967007922,0.04465424863629134,0.40000000000000013,False,missing_match,ECOM,42,False,missing_match
77,37477,True,1,209634135,0.631212586584592,0.5339422415542917,0.0972703450303003,0.40000000000000013,True,correct,ECOM,42,True,correct
78,36864,True,1,210442350,0.9170958039053465,0.5268577903235919,0.3902380135817546,0.40000000000000013,True,correct,ECOM,42,True,correct
79,37462,True,1,209026638,0.6908773916387239,0.140532386847386,0.5503450047913379,0.40000000000000013,True,correct,ECOM,42,True,correct
80,28350,True,1,204206935,0.21872869575667436,0.20861730959365343,0.01011138616302093,0.40000000000000013,False,missing_match,ECOM,42,True,correct
81,34280,True,1,207900177,0.8608949813433194,0.8518941661299346,0.009000815213384805,0.40000000000000013,True,correct,ECOM,42,True,correct
82,21989,True,1,204274645,0.8577788699097761,0.07968322825526643,0.7780956416545097,0.40000000000000013,True,correct,ECOM,42,True,correct
83,17372,True,1,10363243,0.819396291873445,0.017238800212173253,0.8021574916612717,0.40000000000000013,True,correct,ECOM,42,True,correct
84,35277,True,1,208085253,0.8838505066103687,0.2450877148428733,0.6387627917674954,0.40000000000000013,True,correct,ECOM,42,True,correct
85,31273,True,1,203086857,0.9378626841746017,0.14133797406138793,0.7965247101132138,0.40000000000000013,True,correct,ECOM,42,True,correct
86,35024,True,1,208156877,0.008611865178348613,0.008611865178348613,0.0,0.40000000000000013,False,missing_match,ECOM,42,False,missing_match
87,32560,True,1,207540310,0.6365072106123669,0.3193996210644162,0.3171075895479507,0.40000000000000013,True,correct,ECOM,42,True,correct
88,38939,True,1,204823067,0.34810854696768545,0.050022720058922894,0.29808582690876256,0.40000000000000013,False,missing_match,ECOM,42,True,correct
89,11801,True,1,210239335,0.3011070624997938,0.15800419273804386,0.14310286976174993,0.40000000000000013,False,missing_match,ECOM,42,True,correct
90,37139,True,1,208893658,0.31814807218028873,0.02563884276249755,0.2925092294177912,0.40000000000000013,False,missing_match,ECOM,42,True,correct
91,24346,True,1,208972043,0.68815010551995,0.008688759621469692,0.6794613458984804,0.40000000000000013,True,correct,ECOM,42,True,correct
92,33582,True,1,207388758,0.6191064870071957,0.5407755737937652,0.07833091321343055,0.40000000000000013,True,correct,ECOM,42,True,false_link
93,33157,True,1,207390654,0.7386241647823396,0.17326704182033256,0.565357122962007,0.40000000000000013,True,correct,ECOM,42,False,missing_match
94,31373,True,1,208455791,0.850504765320493,0.8397779996091917,0.010726765711301267,0.40000000000000013,True,correct,ECOM,42,True,correct
95,38619,True,1,202985806,0.9151386544231563,0.13133804966507576,0.7838006047580806,0.40000000000000013,True,correct,ECOM,42,True,correct
96,36969,True,1,203474227,0.047420782091619866,0.008853076491630781,0.03856770559998909,0.40000000000000013,False,missing_match,ECOM,42,False,missing_match
97,33431,True,1,207390644,0.36435491562675715,0.012604922634447669,0.35174999299230947,0.40000000000000013,False,missing_match,ECOM,42,True,correct
98,21182,True,1,202486964,0.5989142927665863,0.012268833366754297,0.5866454593998319,0.40000000000000013,True,correct,ECOM,42,True,correct
99,25857,True,1,202870172,0.5029006168487792,0.1779897281103479,0.32491088873843127,0.40000000000000013,True,false_link,ECOM,42,False,missing_match
100,33998,True,1,208112354,0.9000914538859929,0.6302935511363722,0.2697979027496207,0.40000000000000013,True,correct,ECOM,42,True,correct
101,35981,True,1,207539418,0.9561156668774446,0.0011565449112156062,0.954959121966229,0.40000000000000013,True,correct,ECOM,42,True,correct
102,37646,True,1,209122918,0.47011777617511896,0.11404624929577849,0.35607152687934046,0.40000000000000013,True,correct,ECOM,42,True,correct
103,38173,True,1,210441817,0.6437384372067545,0.06733631860635551,0.576402118600399,0.40000000000000013,True,correct,ECOM,42,True,correct
104,30708,True,1,205083947,0.8501392211540908,0.028664618914940182,0.8214746022391506,0.40000000000000013,True,correct,ECOM,42,True,correct
105,34096,True,1,207642358,0.8896454367182889,0.11566178247040355,0.7739836542478853,0.40000000000000013,True,correct,ECOM,42,True,correct
106,33726,True,1,207993409,0.5943766600456886,0.16268056135534772,0.43169609869034087,0.40000000000000013,True,correct,ECOM,42,True,correct
107,16741,True,1,201959840,0.9168660985530483,0.1433984564055302,0.7734676421475182,0.40000000000000013,True,correct,ECOM,42,True,correct
108,36123,True,1,208504432,0.7270030547307214,0.2470909558943196,0.47991209883640173,0.40000000000000013,True,correct,ECOM,42,True,correct
109,34944,True,1,208042977,0.835587232558627,0.1184362679207595,0.7171509646378675,0.40000000000000013,True,correct,ECOM,42,True,correct
110,34465,True,1,209890796,0.38689554037147816,0.006311084866831179,0.380584455504647,0.40000000000000013,False,missing_match,ECOM,42,True,correct
111,37872,True,1,210190818,0.5330013698631073,0.0047191388066034875,0.5282822310565038,0.40000000000000013,True,correct,ECOM,42,True,correct
112,18960,True,1,202067544,0.5251940139475098,0.024717623022622447,0.5004763909248873,0.40000000000000013,True,correct,ECOM,42,True,correct
113,37915,True,1,207465595,0.7656018485534702,0.2911796116178573,0.4744222369356129,0.40000000000000013,True,correct,ECOM,42,True,correct
114,7936,True,1,90104307,0.39705369263292106,0.08925588546109618,0.30779780717182487,0.40000000000000013,False,missing_match,ECOM,42,True,correct
115,35033,True,1,208156877,0.05006992510213021,0.05006992510213021,0.0,0.40000000000000013,False,missing_match,ECOM,42,True,correct
116,26617,True,1,201692705,0.1615652889889667,0.016949751428489247,0.14461553756047743,0.40000000000000013,False,missing_match,ECOM,42,True,correct
117,30603,True,1,202755491,0.043217780027431305,0.022941788995222007,0.020275991032209298,0.40000000000000013,False,missing_match,ECOM,42,True,correct
118,27137,True,1,204049780,0.7576885862017686,0.18123934331834451,0.576449242883424,0.40000000000000013,True,correct,ECOM,42,True,correct
119,29612,True,1,202870448,0.2172587807781614,0.13901304112375404,0.07824573965440737,0.40000000000000013,False,missing_match,ECOM,42,False,missing_match
120,36450,True,1,209393872,0.8548294577164335,0.1516725676794988,0.7031568900369347,0.40000000000000013,True,correct,ECOM,42,True,correct
121,27479,True,1,10351869,0.9569036620785766,0.004189365932282481,0.9527142961462941,0.40000000000000013,True,correct,ECOM,42,True,correct
122,28175,True,1,204318286,0.8109742086559918,0.5575346367460317,0.25343957190996014,0.40000000000000013,True,correct,ECOM,42,True,correct
123,33690,True,1,207391431,0.9668745768153695,0.10064294533235883,0.8662316314830106,0.40000000000000013,True,correct,ECOM,42,True,correct
124,33439,True,1,207464920,0.9341114707616784,0.9141876043897629,0.019923866371915566,0.40000000000000013,True,correct,ECOM,42,True,correct
125,20466,True,1,203185276,0.4961417011839854,0.04046411028945606,0.4556775908945293,0.40000000000000013,True,false_link,ECOM,42,False,missing_match
126,19604,True,1,203025446,0.896275383609346,0.41862033981346763,0.47765504379587836,0.40000000000000013,True,correct,ECOM,42,True,correct
127,33280,True,1,206808434,0.9412756777377567,0.6714583437501012,0.2698173339876555,0.40000000000000013,True,correct,ECOM,42,True,correct
128,38468,True,1,210435432,0.6959419129299749,0.008240081275864125,0.6877018316541107,0.40000000000000013,True,correct,ECOM,42,True,correct
129,36149,True,1,207907550,0.36636216632210383,0.2233232564703363,0.14303890985176754,0.40000000000000013,False,missing_match,ECOM,42,True,correct
130,35012,True,1,207900343,0.49534338404116945,0.4340704049981407,0.06127297904302875,0.40000000000000013,True,false_link,ECOM,42,True,correct
131,38231,True,1,201744288,0.8905135294415969,0.0863915377044046,0.8041219917371923,0.40000000000000013,True,correct,ECOM,42,True,correct
132,29758,True,1,203185276,0.06712722060832116,0.03173740767900209,0.035389812929319066,0.40000000000000013,False,missing_match,ECOM,42,False,missing_match
133,24153,True,1,208715855,0.7092545625187577,0.028347178140490634,0.6809073843782671,0.40000000000000013,True,correct,ECOM,42,True,correct
134,35467,True,1,201699873,0.8599566973615135,0.006744322442054773,0.8532123749194587,0.40000000000000013,True,correct,ECOM,42,True,correct
135,35694,True,1,208184891,0.8237920937988104,0.7628776289624633,0.060914464836347104,0.40000000000000013,True,correct,ECOM,42,True,correct
136,35018,True,1,207900343,0.578372733235024,0.2561772763472832,0.3221954568877408,0.40000000000000013,True,correct,ECOM,42,True,correct
137,38726,True,1,204080936,0.5561613129208856,0.022967576158300366,0.5331937367625852,0.40000000000000013,True,correct,ECOM,42,False,missing_match
138,33044,True,1,203514305,0.30718684215480013,0.02955347393166163,0.2776333682231385,0.40000000000000013,False,missing_match,ECOM,42,True,correct
139,19112,True,1,90148541,0.8881045856350099,0.14047547885266332,0.7476291067823466,0.40000000000000013,True,correct,ECOM,42,True,correct
140,33804,True,1,206575951,0.8236155647338389,0.06689307601093054,0.7567224887229084,0.40000000000000013,True,correct,ECOM,42,True,correct
141,27182,True,1,206481908,0.18243357537017796,0.012594283557754727,0.16983929181242324,0.40000000000000013,False,missing_match,ECOM,42,True,correct
142,37231,True,1,209114390,0.7783949432258178,0.009274419269634994,0.7691205239561828,0.40000000000000013,True,correct,ECOM,42,True,correct
143,33377,True,1,10346525,0.9342143912007504,0.2105269672495825,0.7236874239511679,0.40000000000000013,True,correct,ECOM,42,True,correct
144,36023,True,1,202451162,0.7659051341689037,0.2921729042150813,0.4737322299538224,0.40000000000000013,True,correct,ECOM,42,True,correct
145,15046,True,1,209297200,0.8130968957663152,0.0940355893000712,0.719061306466244,0.40000000000000013,True,correct,ECOM,42,True,correct
146,13701,True,1,90108521,0.8341248257678384,0.6728889400579787,0.1612358857098597,0.40000000000000013,True,correct,ECOM,42,True,correct
147,38644,True,1,208344063,0.17680838726957387,0.002798403939280397,0.17400998333029347,0.40000000000000013,False,missing_match,ECOM,42,True,correct
148,23864,True,1,204636071,0.5877921415645007,0.005895574530471821,0.5818965670340288,0.40000000000000013,True,correct,ECOM,42,True,correct
149,17067,True,1,90140498,0.8771883163447038,0.04155284483681021,0.8356354715078936,0.40000000000000013,True,correct,ECOM,42,True,correct
150,36367,True,1,208464207,0.08524111409082022,0.02749862906071206,0.05774248503010816,0.40000000000000013,False,missing_match,ECOM,42,False,missing_match
151,29029,True,1,204679142,0.8708669498640084,0.01549045309623979,0.8553764967677686,0.40000000000000013,True,correct,ECOM,42,True,correct
152,37210,True,1,209656961,0.7622401914027153,0.2917359887707755,0.47050420263193976,0.40000000000000013,True,correct,ECOM,42,True,correct
153,34007,True,1,207660497,0.9634506605099927,0.7814175297286478,0.18203313078134498,0.40000000000000013,True,correct,ECOM,42,True,correct
154,32416,True,1,205664913,0.7636623854217585,0.03527065671203713,0.7283917287097214,0.40000000000000013,True,correct,ECOM,42,True,correct
155,5644,True,1,203023505,0.8883622153220228,0.1612181252220256,0.7271440900999971,0.40000000000000013,True,correct,ECOM,42,True,correct
156,29933,True,1,202139765,0.6596083427108793,0.07368077334383853,0.5859275693670408,0.40000000000000013,True,correct,ECOM,42,True,correct
157,29827,True,1,205664966,0.0953924310794127,0.04158290022749916,0.05380953085191354,0.40000000000000013,False,missing_match,ECOM,42,True,false_link
158,38751,True,1,204389692,0.67239228692754,0.03133032122222007,0.64106196570532,0.40000000000000013,True,correct,ECOM,42,True,correct
159,34697,True,1,206783262,0.9322825183839737,0.08645718831998732,0.8458253300639864,0.40000000000000013,True,correct,ECOM,42,True,correct
160,37311,True,1,209901965,0.9084259647193391,0.8474112353918093,0.061014729327529826,0.40000000000000013,True,false_link,ECOM,42,True,correct
161,35415,True,1,206827757,0.8427725545714048,0.36384553088388066,0.4789270236875241,0.40000000000000013,True,correct,ECOM,42,True,correct
162,33612,True,1,207506250,0.5991565461134216,0.009111693087985486,0.5900448530254361,0.40000000000000013,True,correct,ECOM,42,True,correct
163,17220,True,1,208504190,0.00972456595396978,0.002001924148611292,0.007722641805358487,0.40000000000000013,False,missing_match,ECOM,42,True,correct
164,17653,True,1,206928605,0.02372240055824682,0.023008750754295905,0.0007136498039509165,0.40000000000000013,False,missing_match,ECOM,42,False,missing_match
165,33053,True,1,10221960,0.9511497146288658,0.23825611380629266,0.7128936008225731,0.40000000000000013,True,correct,ECOM,42,True,correct
166,31284,True,1,204049534,0.49189868346546367,0.014053429523313198,0.4778452539421505,0.40000000000000013,True,correct,ECOM,42,False,missing_match
167,21175,True,1,10412788,0.9292719804996914,0.3838186718525503,0.5454533086471411,0.40000000000000013,True,correct,ECOM,42,True,correct
168,25670,True,1,203389465,0.39264525028796504,0.042299030622210035,0.350346219665755,0.40000000000000013,False,missing_match,ECOM,42,True,correct
169,34125,True,2,203165921,0.8572501522862649,0.8160456160586657,0.04120453622759923,0.40000000000000013,True,correct,ECOM,42,True,correct
170,30594,True,1,202139765,0.20507816219026814,0.09494145015961748,0.11013671203065066,0.40000000000000013,False,missing_match,ECOM,42,True,correct
171,38782,True,1,210566840,0.9279646698903816,0.008614855136956723,0.9193498147534249,0.40000000000000013,True,correct,ECOM,42,True,correct
172,34003,True,1,207637777,0.9614844495484779,0.6943332945533319,0.26715115499514597,0.40000000000000013,True,correct,ECOM,42,True,correct
173,33763,True,1,208112356,0.9063050209517718,0.8755583742401847,0.03074664671158711,0.40000000000000013,True,correct,ECOM,42,True,false_link
174,28137,True,1,204254634,0.8485655279231376,0.09258658778961494,0.7559789401335226,0.40000000000000013,True,correct,ECOM,42,True,correct
175,28138,True,1,204327516,0.8002632793181679,0.2300712005065118,0.5701920788116561,0.40000000000000013,True,correct,ECOM,42,True,correct
176,33160,True,1,207390655,0.6921095255790504,0.07939357365088646,0.6127159519281639,0.40000000000000013,True,correct,ECOM,42,True,correct
177,32878,True,1,204219387,0.7112208592248702,0.47393264856766404,0.23728821065720618,0.40000000000000013,True,correct,ECOM,42,True,correct
178,33640,True,1,206928606,0.9052735641431562,0.027757943313569986,0.8775156208295862,0.40000000000000013,True,correct,ECOM,42,True,correct
179,27186,True,1,208464825,0.09484575333959358,0.09311935846218453,0.0017263948774090543,0.40000000000000013,False,missing_match,ECOM,42,False,missing_match
180,17906,True,1,204274644,0.8575863205105307,0.0789846379580499,0.7786016825524809,0.40000000000000013,True,correct,ECOM,42,True,correct
181,29816,True,1,208455891,0.6247612991114542,0.062096467227270295,0.5626648318841839,0.40000000000000013,True,correct,ECOM,42,True,correct
182,18040,True,1,203151779,0.0815276129808871,0.019755234785714063,0.06177237819517303,0.40000000000000013,False,missing_match,ECOM,42,False,missing_match
183,35800,True,1,208504190,0.6832322085366795,0.0034889549114191704,0.6797432536252603,0.40000000000000013,True,correct,ECOM,42,True,correct
184,8552,True,1,90138609,0.8870413582182314,0.5548408494591381,0.33220050875909324,0.40000000000000013,True,correct,ECOM,42,True,correct
185,30593,True,1,204860316,0.8768057275066969,0.25262944236156304,0.6241762851451339,0.40000000000000013,True,correct,ECOM,42,True,correct
186,33671,True,1,206917816,0.8046079695166414,0.03086686296362492,0.7737411065530164,0.40000000000000013,True,correct,ECOM,42,True,correct
187,33024,True,1,90049752,0.7294241505911483,0.003144633482554659,0.7262795171085936,0.40000000000000013,True,correct,ECOM,42,True,correct
188,33965,True,1,206780877,0.3558265180565499,0.059019230264704604,0.2968072877918453,0.40000000000000013,False,missing_match,ECOM,42,True,correct
189,37150,True,1,208791918,0.7635565894569075,0.22601927341036296,0.5375373160465445,0.40000000000000013,True,correct,ECOM,42,True,correct
190,35019,True,1,208156877,0.008167504718759133,0.008167504718759133,0.0,0.40000000000000013,False,missing_match,ECOM,42,False,missing_match
191,26059,True,1,203870569,0.5375863373227135,0.2739470046383022,0.26363933268441136,0.40000000000000013,True,correct,ECOM,42,True,correct
192,30338,True,1,206460113,0.6925698543803692,0.14969515893699997,0.5428746954433692,0.40000000000000013,True,correct,ECOM,42,True,false_link
193,27364,True,1,204791586,0.9200509304803651,0.344231821707226,0.5758191087731391,0.40000000000000013,True,correct,ECOM,42,True,correct
194,33177,True,1,207390617,0.9021877792520607,0.46520169743187256,0.43698608182018817,0.40000000000000013,True,correct,ECOM,42,True,correct
195,29829,True,1,208715736,0.16330368289141267,0.020910480200896968,0.1423932026905157,0.40000000000000013,False,missing_match,ECOM,42,True,false_link
196,38574,True,1,210190784,0.2016837049497018,0.13680641552718664,0.06487728942251517,0.40000000000000013,False,missing_match,ECOM,42,True,correct
197,38507,True,1,206181767,0.9253644806818254,0.012080179581861425,0.913284301099964,0.40000000000000013,True,correct,ECOM,42,True,correct
198,36451,True,1,208237792,0.09992673384737823,0.062196826233716015,0.03772990761366221,0.40000000000000013,False,missing_match,ECOM,42,True,correct
199,36761,True,1,208453648,0.9433959006618252,0.09484086420144296,0.8485550364603822,0.40000000000000013,True,correct,ECOM,42,True,correct
200,27840,True,1,203379249,0.3573812989097879,0.1406470483632284,0.21673425054655954,0.40000000000000013,False,missing_match,ECOM,42,True,correct
201,38492,True,1,206725966,0.7450479959335508,0.017422932719389068,0.7276250632141616,0.40000000000000013,True,correct,ECOM,42,True,correct
202,31014,True,1,205777541,0.2848909502438419,0.10363073957082324,0.18126021067301867,0.40000000000000013,False,missing_match,ECOM,42,False,missing_match
203,4696,True,1,90049928,0.847463208490471,0.008830180604208879,0.838633027886262,0.40000000000000013,True,correct,ECOM,42,True,correct
204,33537,True,1,206898358,0.7997930559315205,0.19796214082182068,0.6018309151096999,0.40000000000000013,True,correct,ECOM,42,True,correct
205,35183,True,1,208117918,0.8125289268608292,0.7508884235251367,0.06164050333569249,0.40000000000000013,True,false_link,ECOM,42,True,false_link
206,36053,True,1,90141687,0.9733904478614324,0.15722435529751644,0.8161660925639159,0.40000000000000013,True,correct,ECOM,42,True,correct
