dataset,ida,n_valid_matches,best_true_idb,best_true_similarity,best_valid_rank
DBLP,journals/sigmod/Wiegand02,1,RAcoVQuEzD8J,1.0,1
DBLP,conf/vldb/KonopnickiS95,5,fAZ2KwztkLoJ,1.000000238418579,1
DBLP,journals/sigmod/OrlandicLS02,1,eLf0eStn5G4J,1.0,1
DBLP,conf/vldb/WienerN95,2,Y1lEnVPl6d8J,1.0000003576278687,1
DBLP,conf/vldb/Korth95,1,UZAQL1o-c0MJ,0.9225414395332336,1
DBLP,journals/sigmod/Fagin02,2,C3swZi1md5YJ,1.0,1
DBLP,conf/vldb/ReuterCGSW95,1,url:http://portal.acm.org/citation.cfm%3Fid%3D645921.673318,1.0000001192092896,1
DBLP,conf/vldb/GoyalHSS95,3,2sGH4SLcdL4J,0.9999998807907104,1
DBLP,journals/sigmod/LaenderRST02,4,34QnrkmS0Y8J,1.0,1
DBLP,conf/vldb/BestavrosB95,2,lGyhpsPV6ogJ,0.9999998211860657,1
DBLP,conf/vldb/WuYCT95,2,uv6nMj7jEggJ,0.9749272465705872,1
DBLP,conf/vldb/MogiK95,1,39DBh8H18iEJ,1.0,1
DBLP,journals/sigmod/Aberer02a,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D565129%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9999998807907104,1
DBLP,conf/vldb/JonscherD94,3,1R21hO7j9sQJ,0.9999998211860657,1
DBLP,journals/sigmod/YaoG02,3,ARLe7W8EvDoJ,1.0,1
DBLP,conf/vldb/JagadishLRSS94,2,Yiwh22hbTAcJ,1.0,1
DBLP,journals/sigmod/Kuijpers02,1,url:http://portal.acm.org/citation.cfm%3Fid%3D601858.601866%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,0.932699978351593,2
DBLP,conf/vldb/Galindo-LegariaPK94,3,47fE4F2kahEJ,1.0,1
DBLP,journals/sigmod/Weikum02,1,url:http://portal.acm.org/citation.cfm%3Fid%3D601858.601867%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,0.8804472088813782,1
DBLP,conf/vldb/WienerN94,1,PrUWsoySLGcJ,1.0000004768371582,1
DBLP,conf/vldb/NgH94,14,W1di9S0fUsEJ,1.0000001192092896,1
DBLP,journals/sigmod/Neven02,1,xAXF0HSF4h8J,0.9999997615814209,1
DBLP,journals/sigmod/WinslettCDHZZ02,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D601881%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9999995827674866,1
DBLP,conf/vldb/BrownCC94,3,oayI0FKl-nQJ,0.9999998807907104,1
DBLP,conf/vldb/FuC94,1,ReboDjzo5y0J,1.0,1
DBLP,journals/sigmod/Hammer02a,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D601859%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1.0000003576278687,1
DBLP,conf/vldb/OuzzaniAB94,3,CgoUJ7DogcwJ,1.0,1
DBLP,conf/vldb/FrohnLU94,2,xpreqF8k7N4J,0.9999995827674866,1
DBLP,conf/vldb/Guting94,4,DCUu4jysue0J,1.0,1
DBLP,journals/sigmod/CrestaniG02,1,tyZxVraNgTsJ,0.9276684522628784,1
DBLP,conf/vldb/GutierrezPST94,1,VUU_DceCRXAJ,1.0000001192092896,1
DBLP,conf/vldb/KemperK94,3,qUfWV4VVxegJ,1.000000238418579,1
DBLP,journals/sigmod/MeltonMJKS02,1,cvBAdEvcTSkJ,0.8863945603370667,2
DBLP,conf/vldb/JohnsonS94,2,FqxbaJQMigIJ,0.9535171985626221,1
DBLP,conf/vldb/BarjaPFWD94,2,qhl9_KGvjcUJ,1.0,1
DBLP,journals/sigmod/LightstoneLZ02,2,7TYVQTwq9FIJ,1.0,1
DBLP,conf/vldb/BaralisW94,2,q-td2YANr18J,1.0000007152557373,1
DBLP,journals/sigmod/FrankNS02,1,YeD6vittJSMJ,0.9215869307518005,1
DBLP,conf/vldb/AgrawalS94,20,cIJQ0qxrkMIJ,1.0000004768371582,1
DBLP,conf/vldb/HaberIL95,1,UM1ZozyrJnIJ,0.9999998807907104,1
DBLP,journals/sigmod/GobleR02a,2,B-u4advaVBkJ,0.9999996423721313,1
DBLP,conf/vldb/AgrawalPWZ95,7,x_ykbVlfyP8J,1.0,1
DBLP,conf/vldb/EvangelidisLS95,5,EbGZKQPyH_4J,0.9999998807907104,1
DBLP,journals/sigmod/Wu02,2,url:http://portal.acm.org/citation.cfm%3Fid%3D637411.637426%26dl%3DGUIDE%26dl%3DACM%26idx%3D637411%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9643765091896057,1
DBLP,conf/vldb/KalusD95,1,r1xwwqWr2K0J,1.000000238418579,1
DBLP,conf/vldb/Sarawagi95,2,w9je55hjOlwJ,1.0,1
DBLP,journals/sigmod/FininJ02,1,rg8576nvnkUJ,0.9999995231628418,1
DBLP,journals/sigmod/SureSS02,3,v0tY6g0DHMcJ,0.9999999403953552,1
DBLP,conf/vldb/Brin95,7,ytOUXklnAooJ,0.9999995827674866,1
DBLP,conf/vldb/RamakrishnanGRSWZ95,2,url:http://portal.acm.org/citation.cfm%3Fid%3D645921.756661,1.000000238418579,1
DBLP,journals/sigmod/ButtlerCCFHLPRX02,1,JScvAMYcsmoJ,0.9781529307365417,1
DBLP,journals/sigmod/AnyanwuS02,2,LoDGuFLlvsAJ,0.9499252438545227,1
DBLP,conf/vldb/SistlaYLL95,3,n1ixxafAD_EJ,1.000000238418579,1
DBLP,journals/sigmod/HalkidiBV02a,1,SFs0XOMPphIJ,1.000000238418579,1
DBLP,conf/vldb/Meier95,1,C_lenwvj88AJ,0.9999996423721313,1
DBLP,conf/vldb/SeligmanBNSW95,2,url:http://portal.acm.org/citation.cfm%3Fid%3D645921.673303%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9999998211860657,1
DBLP,conf/vldb/Vaskevitch95,1,s6Ax0WdZp6IJ,0.9999997615814209,1
DBLP,journals/sigmod/Aberer02b,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D601865%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.999999463558197,5
DBLP,journals/sigmod/HuangKL02,2,yyUMt1X2WXcJ,0.9999998211860657,1
DBLP,conf/vldb/SimonD95,1,lLARMvKaIQMJ,1.0,1
DBLP,conf/vldb/CatozziR95,1,8ftKLh07LM0J,1.0,1
DBLP,journals/sigmod/Grohe02,2,jzwiskpRLOUJ,1.0000001192092896,1
DBLP,conf/vldb/Fecteau95,2,5JMz3UpESeQJ,0.9999999403953552,1
DBLP,journals/sigmod/RoantreeS02,2,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D637435%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1.0000003576278687,1
DBLP,conf/vldb/Hallmark95,2,xTKZ6OuegIEJ,1.000000238418579,1
DBLP,conf/vldb/Spintzik95,1,QcD01ZjsNcIJ,1.0000001192092896,1
DBLP,journals/sigmod/BoucelmaCGJLL02,1,I9JXY0-R4GgJ,1.000000238418579,1
DBLP,conf/vldb/AmielBDS94,2,hBak02oe1GMJ,0.9999997019767761,1
DBLP,journals/sigmod/HanBP01,2,FT5pSUb-uTYJ,1.0000001192092896,1
DBLP,journals/sigmod/Suciu01,2,KuYVVTlHVXcJ,1.0000007152557373,1
DBLP,conf/vldb/ColletCS94,4,uMutI8spj1QJ,1.0,1
DBLP,journals/sigmod/Fankhauser01,1,_sltXCfRKhYJ,1.0,1
DBLP,conf/vldb/BrownMCL94,1,xfAfu8uJ6NAJ,0.7392975687980652,1
DBLP,journals/sigmod/SchmidtWKFCMB01,3,fc8y9x82jqAJ,0.9999997615814209,1
DBLP,conf/vldb/LevyMS94,4,l-QHiSxClXcJ,1.000000238418579,1
DBLP,journals/sigmod/Lomet01,1,fI5o4MfWwzIJ,1.0000004768371582,1
DBLP,conf/vldb/HasanM94,2,JW7LRQwx_goJ,0.9874413013458252,1
DBLP,journals/sigmod/TanakaV01,2,tA1HEgZGgrsJ,0.9984003305435181,1
DBLP,conf/vldb/MohaniaS94,1,JORYEDHKYSMJ,1.0000004768371582,1
DBLP,conf/vldb/LiC94,1,O0rvK0GFmBEJ,1.000000238418579,1
DBLP,journals/sigmod/ChienTZ01,1,cjBpI3TcSWsJ,1.0000005960464478,1
DBLP,conf/vldb/IdrisGC94,2,Xf7TnMxlGTkJ,0.9999998211860657,1
DBLP,journals/sigmod/LudascherMM01,2,16yr6uv8Rn8J,1.000000238418579,1
DBLP,conf/vldb/FerrandinaMZ94,1,yQ2TMZ92GaIJ,0.9999992847442627,1
DBLP,conf/vldb/TeisseirePC94,2,KNv3bO45Nj4J,1.0000003576278687,1
DBLP,journals/sigmod/RossHKRRSS01,1,tOa0zXK5Ba4J,0.9999998807907104,4
DBLP,journals/sigmod/Winslett01,1,m2Mf-4BgLP4J,0.9999995827674866,1
DBLP,conf/vldb/SetzerZ94,1,1tmW1mOCZqIJ,1.0000004768371582,1
DBLP,conf/vldb/GehaniJR94,2,MxYiwR2f9UYJ,1.0000001192092896,1
DBLP,conf/vldb/KilgerM94,1,OzgnxugGCWMJ,1.000000238418579,1
DBLP,conf/vldb/SreenathS94,1,sUcJBJwvKTUJ,0.9999996423721313,1
DBLP,conf/vldb/HoelS94,2,Id1cvsQURBAJ,1.0000001192092896,1
DBLP,journals/sigmod/EisenbergM01,2,GKUflKzgAVEJ,1.000000238418579,1
DBLP,conf/vldb/BrinkhoffK94,2,egvBPvtoaMMJ,0.9999996423721313,1
DBLP,journals/sigmod/ShahMFH01,1,7b-nJDMGtwUJ,0.9999995231628418,1
DBLP,conf/vldb/MuntzR94,1,o9DfGI9zsloJ,1.0000001192092896,1
DBLP,journals/sigmod/MeltonE01,1,619anaISuGEJ,0.9999999403953552,1
DBLP,conf/vldb/SteenhagenABB94,5,Xr2RguUzt-gJ,0.9999999403953552,1
DBLP,conf/vldb/ChakravarthyKAK94,3,L9eva_gsxrIJ,1.0000003576278687,1
DBLP,conf/vldb/OzdenBRS94,4,ARyxUwGOA10J,0.9999997019767761,1
DBLP,conf/vldb/Chiueh94,3,PKK2ak_IzrgJ,0.9999999403953552,1
DBLP,conf/vldb/DeWittKLPY94,6,WbnSYesbN8QJ,1.0,1
DBLP,journals/sigmod/ShethMKA01,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D604286%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9999996423721313,1
DBLP,journals/sigmod/Cetintemel01,1,CAKcsKXFoCoJ,0.9999995827674866,1
DBLP,conf/vldb/SripadaW94,1,VqNz3sp638UJ,1.0,1
DBLP,conf/vldb/ShatdalKN94,1,27-P8X0mjfcJ,0.9999997615814209,1
DBLP,conf/vldb/LevySSZ94,1,MtScC-fTWCEJ,1.0000003576278687,1
DBLP,journals/sigmod/BabuW01,4,VLOGPMjpyZ0J,1.0000003576278687,1
DBLP,journals/sigmod/Huyn01,1,KNYDz76C_HsJ,1.0,1
DBLP,conf/vldb/GoodmanRS94,1,8CCHAKnGJ1EJ,1.0000003576278687,1
DBLP,conf/vldb/CochinwalaB94,1,Bp69wMYw9DAJ,1.0,1
DBLP,journals/sigmod/ShanmugasundaramSKKVNT01,1,wTJy5XquCpsJ,0.9999998211860657,1
DBLP,conf/vldb/BernsteinD94,1,rNNtyNCgHLoJ,1.0000004768371582,1
DBLP,journals/sigmod/Aberer01,3,url:http://portal.acm.org/citation.cfm%3Fid%3D603867.603869%26coll%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,0.988402783870697,1
DBLP,conf/vldb/IyerW94,1,5smJVUm1KAYJ,1.0000005960464478,1
DBLP,journals/sigmod/Hammer01,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D601859%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1.0000003576278687,1
DBLP,conf/vldb/AnandBH94,1,-UpQkB1uPLMJ,0.9432386755943298,1
DBLP,conf/vldb/RosenthalS94,1,NFUWsBXtCncJ,0.9999999403953552,1
DBLP,journals/sigmod/LabrinidisM01,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D603886%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1.0000003576278687,1
DBLP,conf/vldb/Lesk94,1,nL5wl20jB-kJ,1.0,1
DBLP,conf/vldb/Bernstein94,1,TqLyg1wbo5UJ,1.0000003576278687,1
DBLP,journals/sigmod/StolfoLCFE01,1,lvIPWxkN4YAJ,0.9999999403953552,1
DBLP,conf/sigmod/BabcockO03,1,acnzsOLHFywJ,1.0000004768371582,1
DBLP,conf/sigmod/DasGR03,1,JaJKfzmaEBYJ,1.0,1
DBLP,journals/sigmod/BarbaraCJW01,2,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D604268%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1.000000238418579,1
DBLP,journals/sigmod/CabreraLM01,1,b201QeqnlNkJ,1.0,1
DBLP,conf/sigmod/WangJLY03,1,EQsWWZdE45wJ,0.9999998211860657,1
DBLP,conf/vldb/MartinC94,1,Ur6-XAMj3tIJ,1.000000238418579,1
DBLP,journals/sigmod/Aberer01a,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D604274%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9999998807907104,1
DBLP,conf/vldb/YanA94,3,8j5i7YJQnNAJ,1.0000001192092896,1
DBLP,journals/sigmod/Cardelli01,1,UYAoi4DYOXUJ,1.000000238418579,1
DBLP,conf/vldb/Spaccapietra94,1,ZpVzTb1a7VoJ,0.7891891002655029,1
DBLP,journals/sigmod/Barbara01,1,U8tEHzJ2Xj0J,0.8504593968391418,1
DBLP,conf/vldb/ZemankovaI94,1,Y1ZxtWV-qeUJ,1.0,1
DBLP,journals/sigmod/LeeF01,2,oUisL_YUScYJ,1.0000005960464478,1
DBLP,conf/sigmod/FaginKS03,2,tQZWeE_nsa0J,1.0,1
DBLP,journals/sigmod/SayginVC01,3,OALLzL4DQXsJ,0.9999998211860657,1
DBLP,conf/sigmod/ArasuG03,3,zN8ngmWNDlgJ,0.9999999403953552,1
DBLP,conf/sigmod/ChaudhuriGS03,1,OFGtGwUHhUQJ,1.0,1
DBLP,journals/sigmod/VelACM01,1,LseDURw3BXMJ,0.7953883409500122,1
DBLP,conf/sigmod/IlyasRLGL03,1,qCnvlNwYp6cJ,1.0000005960464478,1
DBLP,conf/sigmod/DeligiannakisR03,1,zMgbS5u_GwYJ,0.9999997019767761,1
DBLP,journals/sigmod/Jagadish01,1,url:http://portal.acm.org/citation.cfm%3Fid%3D604264.604276%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.8490167856216431,1
DBLP,conf/sigmod/BabcockBDM03,4,a2wqpKma5J4J,1.0,1
DBLP,conf/sigmod/BenediktCFFR03,1,T5ZdpquqfJ0J,1.0000001192092896,1
DBLP,journals/sigmod/RossHLW01,1,url:http://portal.acm.org/citation.cfm%3Fid%3D1041410.1041430,0.7913228273391724,6
DBLP,conf/sigmod/MiloAABN03,2,fHp5E4Rxt7cJ,0.9999999403953552,1
DBLP,conf/vldb/TsatalosSI94,2,zt5Ck1PrGf0J,0.9999999403953552,1
DBLP,journals/sigmod/TianDCZ02,5,JceK-ywXk8UJ,1.0000007152557373,1
DBLP,journals/sigmod/Dogac02,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D507340%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.4834933876991272,95
DBLP,conf/vldb/ChaudhuriS94,3,bd-Lu1jeg-AJ,1.000000238418579,1
DBLP,conf/vldb/MatthesS94,2,KRLEL-N4Ce8J,1.0000001192092896,1
DBLP,journals/sigmod/SommerGB02,2,8l5_eKZcCh8J,1.0000004768371582,1
DBLP,journals/sigmod/Cingil02,1,2K6rhX16hXwJ,0.9999998211860657,1
DBLP,conf/vldb/DavisonG94,1,fN8wW3Y4FJkJ,1.000000238418579,1
DBLP,journals/sigmod/QuixSJ02,1,BrO3XOrt66MJ,0.8590912818908691,1
DBLP,conf/vldb/MedianoCD94,1,qwjRkZuiMHsJ,0.9999997615814209,1
DBLP,conf/vldb/GaasterlandL94,2,oIFrkS2rPrcJ,1.0000001192092896,1
DBLP,journals/sigmod/CuiJO02,2,Llr0ikQ8yIIJ,0.9890109300613403,1
DBLP,conf/vldb/LitwinNS94,4,SnkWnX5WoKwJ,0.9999994039535522,1
DBLP,journals/sigmod/Bussler02,1,Phcd3C1cfLcJ,1.0,1
DBLP,journals/sigmod/BallMRZ02,1,Mfc9xsb7BuQJ,1.0,1
DBLP,conf/vldb/ChawatheCY94,1,VPwP1w9wvhEJ,1.000000238418579,1
DBLP,conf/vldb/SistlaYH94,4,FT4Sfn-Z7GUJ,1.0,1
DBLP,conf/vldb/LuOT94,1,ZFXYXT4yEcAJ,1.0000001192092896,1
DBLP,conf/vldb/HjelsvoldM94,2,eyNcyx9rcFwJ,1.0000005960464478,1
DBLP,journals/sigmod/Stonebraker02,1,0HMk-YUh4i8J,1.0,1
DBLP,conf/vldb/PirotteZMY94,1,8s-SP8sAvQAJ,1.000000238418579,1
DBLP,journals/sigmod/Suciu02,1,Ikk1rb4o66UJ,1.0000007152557373,1
DBLP,journals/sigmod/GobleR02,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D507366%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9999997019767761,1
DBLP,conf/vldb/NgY94,3,1O-Uy922LQUJ,1.000000238418579,1
DBLP,conf/vldb/PoulovassilisS94,1,0BMQ7HirTaUJ,0.9926378130912781,1
DBLP,conf/vldb/XieH94,3,7P8_zVPEW64J,0.9999998807907104,1
DBLP,conf/vldb/KamelF94,8,3IaFojiICIoJ,0.9999998211860657,1
DBLP,journals/sigmod/Snodgrass02,1,_qopgNiYmXQJ,1.0000004768371582,1
DBLP,journals/sigmod/VassiliadisS99,3,eGARASwVBrUJ,1.0000001192092896,1
DBLP,conf/sigmod/LakshmananPZ03,3,rNu93TfKkd4J,0.9971339702606201,1
DBLP,journals/sigmod/JacobS99,1,3-iiSyJLwLkJ,1.0000001192092896,1
DBLP,conf/sigmod/WitkowskiBBDFGSS03,1,ygCe1xRFuKgJ,0.9999998807907104,1
DBLP,conf/sigmod/GuoSBS03,1,p_PDgjVRUS4J,1.0000001192092896,1
DBLP,journals/sigmod/KempsterST99,1,JfmkT9KvKWoJ,0.9484969973564148,1
DBLP,conf/sigmod/Al-KhalifaYJ03,1,boJKiPCpIxkJ,1.0,1
DBLP,journals/sigmod/GatziuJSV99,1,HtqrJuo7GSsJ,0.9999997615814209,1
DBLP,conf/sigmod/WangPFY03,4,5JXKbI5l1FYJ,1.000000238418579,1
DBLP,conf/sigmod/SionAP03,1,_L0DhCpFaXMJ,1.000000238418579,1
DBLP,journals/sigmod/EisenbergM00,3,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D344819%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1.000000238418579,1
DBLP,conf/sigmod/AgrawalES03,2,HypA8oN4PqsJ,1.000000238418579,1
DBLP,journals/sigmod/DongS00,1,gH_HDDJghbAJ,0.9999997615814209,1
DBLP,conf/sigmod/SchleimerWA03,1,nCRFjDfhOmcJ,1.0000001192092896,1
DBLP,conf/sigmod/JohnsonD03,1,5OYgUpRggiMJ,1.0000001192092896,1
DBLP,journals/sigmod/CeriKKLOSV00,1,nLbW09uNfmsJ,1.000000238418579,1
DBLP,conf/sigmod/GuptaLM03,1,iCg06Oc9DV8J,0.9999998807907104,1
DBLP,conf/sigmod/AgrawalK03,1,ewoQO00BuFoJ,1.0000004768371582,1
DBLP,journals/sigmod/PaepckeGRC00,2,5ObmwcHCFQsJ,0.9999999403953552,1
DBLP,conf/sigmod/AbadiCCCCEGHMRSSTXYZ03,3,VuY9Y49GqXgJ,0.9999998807907104,1
DBLP,conf/sigmod/Ullman03,1,TabFkjNTLMsJ,1.000000238418579,1
DBLP,journals/sigmod/BonifatiC00,4,EP5trsliqVMJ,0.9999997019767761,1
DBLP,journals/sigmod/LiefkeS00,2,N0eowMtIAukJ,1.0,1
DBLP,journals/sigmod/Vassilakis00,2,nZO8ZA4eYzYJ,0.9999998807907104,1
DBLP,conf/sigmod/Mamoulis03,1,8-eaDTdtfY4J,0.9999996423721313,1
DBLP,journals/sigmod/PourabbasR00,2,3y6y5AXu-j0J,0.9999999403953552,1
DBLP,conf/sigmod/JagatheesanR03,4,QDqI_QZyy10J,1.0000003576278687,1
DBLP,conf/sigmod/ChengKP03,2,egF3o1jH_kgJ,1.0000001192092896,1
DBLP,journals/sigmod/RoddickABDEGHLMMMW00,2,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D344789%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9999998807907104,1
