record_index,ida,has_true_match,n_valid_matches,ft_lr_top1_idb,ft_lr_top1_score,ft_lr_top2_score,ft_lr_gap,ft_lr_threshold,ft_lr_declared,ft_lr_category,dataset,seed,ce_direct_declared,ce_direct_category,quartile
14,28433,True,1,203142438,0.8052078364761767,0.026546872929467093,0.7786609635467096,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
15,36118,True,1,203142471,0.6702100568167145,0.031026555078648654,0.6391835017380658,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
16,21989,True,1,204274645,0.8925754978496718,0.11031129569369111,0.7822642021559807,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
17,36168,True,1,208171630,0.9276930229294076,0.8567501891856542,0.07094283374375343,0.30000000000000004,True,correct,ECOM,44,True,correct,Q1
18,32322,True,1,203405815,0.6165877065048426,0.01328889641264949,0.6032988100921931,0.30000000000000004,True,correct,ECOM,44,False,missing_match,Q3
19,28256,True,1,204563763,0.899151583902061,0.17465825829203993,0.724493325610021,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
20,36722,True,1,209656935,0.8580738225015532,0.020274984888490968,0.8377988376130622,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
21,16669,True,1,90148258,0.9123410163469355,0.3128374156860708,0.5995036006608647,0.30000000000000004,True,false_link,ECOM,44,True,correct,Q3
22,16668,True,1,90148258,0.9596607058336403,0.21173611399697395,0.7479245918366664,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
23,35810,True,1,10326220,0.8945240893679435,0.0101340103266148,0.8843900790413287,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
24,22798,True,1,202143942,0.33975535146003877,0.0060937912892333424,0.33366156017080545,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
25,32882,True,1,204563949,0.47752819605200514,0.03520173561174556,0.4423264604402596,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
26,22729,True,1,202473822,0.44863594282745684,0.014476514478463093,0.43415942834899374,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
27,33562,True,1,207542597,0.915229879202262,0.0777417082583806,0.8374881709438814,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
28,30203,True,1,208156275,0.4165301483134483,0.01154970900618079,0.4049804393072675,0.30000000000000004,True,correct,ECOM,44,False,missing_match,Q2
29,28137,True,1,204254634,0.8721587358075872,0.10170086657293335,0.7704578692346539,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
30,27091,True,1,203136113,0.041095262452242785,0.002805000832777014,0.03829026161946577,0.30000000000000004,False,missing_match,ECOM,44,True,correct,Q1
31,30585,True,1,204206934,0.30024792353991003,0.11735495204354576,0.18289297149636427,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
32,32688,True,1,208033808,0.5929439834694211,0.05899410300565568,0.5339498804637655,0.30000000000000004,True,correct,ECOM,44,False,missing_match,Q3
33,27719,True,1,203379237,0.8793032652875946,0.08537936013749077,0.7939239051501038,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
34,10102,True,1,90106210,0.845375390757461,0.7593333541253332,0.08604203663212784,0.30000000000000004,True,correct,ECOM,44,True,correct,Q1
35,35663,True,1,207536226,0.9351941143458411,0.8115846210434469,0.12360949330239424,0.30000000000000004,True,correct,ECOM,44,True,correct,Q1
36,34125,True,2,203165921,0.844473565859755,0.8017273114724313,0.04274625438732371,0.30000000000000004,True,correct,ECOM,44,True,correct,Q1
37,17906,True,1,204274644,0.9008961197188577,0.11273411197692075,0.788162007741937,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
38,36906,True,1,208656495,0.1893299479940102,0.012147510353521036,0.17718243764048916,0.30000000000000004,False,missing_match,ECOM,44,True,correct,Q2
39,13954,True,1,90128649,0.8801019154148142,0.7392078653739184,0.14089405004089584,0.30000000000000004,True,correct,ECOM,44,True,correct,Q1
40,32193,True,1,205809367,0.8698881991845733,0.1517689949815462,0.7181192042030271,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
41,11801,True,1,210239335,0.1772512953353649,0.06665490855499305,0.11059638678037186,0.30000000000000004,False,missing_match,ECOM,44,True,correct,Q1
42,16000,True,1,208226457,0.8380095497574417,0.15221388056659937,0.6857956691908423,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
43,10101,True,1,90106210,0.810280069706502,0.7973207421218463,0.012959327584655678,0.30000000000000004,True,false_link,ECOM,44,True,false_link,Q1
44,38873,True,1,210399907,0.4777612089427665,0.01582488523729241,0.4619363237054741,0.30000000000000004,True,correct,ECOM,44,False,missing_match,Q2
45,36388,True,1,208226694,0.8142858904075694,0.027002180452140218,0.7872837099554292,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
46,20450,True,1,209122921,0.0155582023146127,0.009187895992334253,0.006370306322278448,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match,Q1
47,34883,True,1,207929461,0.4946785314966727,0.1236326119029533,0.37104591959371935,0.30000000000000004,True,false_link,ECOM,44,True,correct,Q2
48,33563,True,1,207388760,0.6482235698907688,0.2680194040305606,0.38020416586020817,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
49,32664,True,1,208409785,0.29196759632265784,0.20496195360557248,0.08700564271708536,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match,Q1
50,38452,True,1,208226470,0.9492319526026826,0.03330562063360988,0.9159263319690727,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
51,22727,True,1,202619749,0.12580715185930563,0.06714791943054421,0.05865923242876142,0.30000000000000004,False,missing_match,ECOM,44,True,correct,Q1
52,37686,True,1,208893667,0.6666418395490906,0.06311995345929061,0.6035218860898,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
53,23658,True,1,203065730,0.43015502235966696,0.012364909576969346,0.4177901127826976,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
54,36149,True,1,207907550,0.3283873895221833,0.18783311650900392,0.1405542730131794,0.30000000000000004,True,correct,ECOM,44,True,correct,Q1
55,34349,True,1,207660498,0.9720450330764862,0.08697572203416537,0.8850693110423208,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
56,25902,True,1,202479411,0.6944229423242142,0.04723799422051987,0.6471849481036943,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
57,24493,True,1,202900030,0.4471884209900881,0.32942840971412907,0.11776001127595903,0.30000000000000004,True,correct,ECOM,44,True,correct,Q1
58,19604,True,1,203025446,0.9078755492244558,0.4399904501176939,0.4678850991067619,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
59,37468,True,1,209310241,0.7855053915995388,0.07506910970550615,0.7104362818940326,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
60,38507,True,1,206181767,0.9202703777627576,0.025792714769429105,0.8944776629933284,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
61,37934,True,1,208710844,0.7922694292089856,0.4162679722370679,0.37600145697191767,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
62,33922,True,1,207925432,0.7573775224753394,0.4100699222307636,0.3473076002445758,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
63,31020,True,1,205835447,0.8921133908407848,0.19326671071332266,0.6988466801274621,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
64,29272,True,1,203900792,0.20866405154996476,0.04861532893898912,0.16004872261097564,0.30000000000000004,False,missing_match,ECOM,44,True,correct,Q1
65,37139,True,1,208893658,0.39347411454843606,0.033047840156614335,0.36042627439182173,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
66,35231,True,1,204792885,0.08139806687477082,0.0718609114860065,0.009537155388764318,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match,Q1
67,37589,True,1,90146847,0.04473346506681516,0.038885608400095015,0.005847856666720143,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match,Q1
68,24346,True,1,208972043,0.6680569272279899,0.01280730153961536,0.6552496256883745,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
69,9314,True,1,90138520,0.5961258454659384,0.05736848447679627,0.5387573609891421,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
70,35332,True,1,208504422,0.7033835650347325,0.19666980490153296,0.5067137601331996,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
71,23686,True,1,10333848,0.8924633740753323,0.23040029983531946,0.6620630742400129,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
72,38346,True,1,208167531,0.9326973898482349,0.1727943251377426,0.7599030647104923,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
73,33273,True,1,206808432,0.6143812506299591,0.10573465624576288,0.5086465943841962,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
74,36635,True,1,208409750,0.08298870285630154,0.07614983759617942,0.006838865260122118,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match,Q1
75,34553,True,1,204793356,0.9264916904639069,0.05319967027013756,0.8732920201937693,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
76,552,True,1,90132241,0.7748345315074544,0.12393790016500186,0.6508966313424526,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
77,32488,True,1,206179525,0.4018672963106002,0.16113894746458413,0.24072834884601607,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
78,23864,True,1,204636071,0.6614432930202198,0.012501461572687111,0.6489418314475326,0.30000000000000004,True,correct,ECOM,44,False,missing_match,Q3
79,36859,True,1,210399849,0.8426652282865545,0.014181789079908618,0.8284834392066459,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
80,27810,True,1,204563770,0.7600152839337213,0.5853991933579864,0.1746160905757349,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
81,33931,True,1,207391017,0.9565847676260202,0.47893706042567497,0.4776477072003452,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
82,34174,True,1,205817784,0.7521299099474245,0.017349159865116842,0.7347807500823076,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
83,28304,True,1,203405814,0.7676930218985015,0.008040733508394755,0.7596522883901068,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
84,20447,True,1,90128026,0.7599552606593223,0.043977031357138124,0.7159782293021841,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
85,34961,True,1,204792885,0.10638742435704236,0.06459742771293557,0.04178999664410679,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match,Q1
86,580,True,1,202812620,0.2676212590207242,0.012330953357004171,0.25529030566372,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match,Q2
87,35680,True,1,208156276,0.8674009640990343,0.019528541743329166,0.8478724223557051,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
88,26805,True,1,203900180,0.7860333735639454,0.09702115463013634,0.689012218933809,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
89,32990,True,1,206928604,0.3031990931671404,0.07680008771647688,0.2263990054506635,0.30000000000000004,True,false_link,ECOM,44,True,false_link,Q2
90,5644,True,1,203023505,0.9051337208350758,0.06563492650852586,0.83949879432655,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
91,36636,True,1,206783256,0.8173708675014558,0.49661991615090256,0.32075095135055326,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
92,14070,True,1,203915639,0.014695486952827493,0.008362569237737413,0.00633291771509008,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match,Q1
93,33595,True,1,208294724,0.8266344623528101,0.5897112434432173,0.23692321890959278,0.30000000000000004,True,false_link,ECOM,44,True,false_link,Q2
94,32384,True,1,202989028,0.6452440806637852,0.048829305743286956,0.5964147749204983,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
95,36027,True,1,203396159,0.8546288636673582,0.33666802515846206,0.5179608385088962,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
96,33948,True,1,207391018,0.8583875010044775,0.05020183036213345,0.808185670642344,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
97,34905,True,1,207514568,0.8676772195447174,0.06609455878083223,0.8015826607638852,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
98,18087,True,1,203150909,0.6322692411219211,0.05364073017810005,0.5786285109438211,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
99,18567,True,1,208456203,0.6218364636212071,0.18949819170903137,0.4323382719121758,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
100,32906,True,1,203324965,0.3178282286240212,0.2558372425233715,0.061990986100649736,0.30000000000000004,True,correct,ECOM,44,True,correct,Q1
101,33263,True,1,208105573,0.2684698633566853,0.019030500121025945,0.24943936323565938,0.30000000000000004,False,missing_match,ECOM,44,True,correct,Q2
102,14061,True,1,203025423,0.9388499564043404,0.01654806738274911,0.9223018890215913,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
103,38781,True,1,207920831,0.38589590726318806,0.011127064826980115,0.37476884243620795,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
104,38468,True,1,210435432,0.7288047033567057,0.004933487381122156,0.7238712159755835,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
105,31374,True,1,208455792,0.8948967511906628,0.8786823393615416,0.0162144118291212,0.30000000000000004,True,correct,ECOM,44,True,correct,Q1
106,37145,True,1,208941079,0.656252111264874,0.232207914717776,0.424044196547098,0.30000000000000004,True,false_link,ECOM,44,False,missing_match,Q2
107,34130,True,2,207900174,0.9449997550813024,0.13967014574678752,0.8053296093345149,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
108,27985,True,1,204740191,0.36795956203738933,0.020369981682314606,0.3475895803550747,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
109,29304,True,1,206901618,0.0754998694684453,0.03896901899770115,0.03653085047074414,0.30000000000000004,False,missing_match,ECOM,44,True,correct,Q1
110,35990,True,1,204049431,0.42711251804310035,0.018082760651649293,0.4090297573914511,0.30000000000000004,True,correct,ECOM,44,False,missing_match,Q2
111,37322,True,1,209307663,0.8922853746314824,0.04126620735335546,0.8510191672781269,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
112,35981,True,1,207539418,0.9537647456748195,0.0018693746364420781,0.9518953710383774,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
113,24386,True,1,203340101,0.5302483306443503,0.2116342252063915,0.31861410543795876,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
114,33966,True,1,205561996,0.015200342139674082,0.009263034179121065,0.005937307960553017,0.30000000000000004,False,missing_match,ECOM,44,True,correct,Q1
115,35014,True,1,208117937,0.23769680668156878,0.23769680668156878,0.0,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match,Q1
116,37211,True,1,209310260,0.575252983938403,0.05997319060914773,0.5152797933292552,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
117,37606,True,1,10353206,0.974718333060101,0.7130058423474336,0.26171249071266744,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
118,29823,True,1,204792884,0.90118458053758,0.42951074628427677,0.4716738342533032,0.30000000000000004,True,correct,ECOM,44,False,missing_match,Q3
119,35987,True,1,207464939,0.45207493840875435,0.027716829772247174,0.4243581086365072,0.30000000000000004,True,correct,ECOM,44,False,missing_match,Q2
120,31284,True,1,204049534,0.369031932078834,0.014132343077769028,0.354899589001065,0.30000000000000004,True,correct,ECOM,44,False,missing_match,Q2
121,33532,True,1,204071217,0.6693969240423604,0.07515453569631986,0.5942423883460406,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
122,34009,True,1,207595882,0.9683058394638175,0.6848088519877292,0.2834969874760883,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
123,37808,True,1,204740188,0.7770487720762622,0.44374760024818816,0.33330117182807406,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
124,6742,True,1,202845629,0.8884949283703673,0.03852747395422878,0.8499674544161385,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
125,35388,True,1,208294724,0.8188936422416169,0.5365552506279595,0.28233839161365737,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
126,23325,True,2,202456903,0.8658273378765858,0.019698138704667703,0.8461291991719181,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
127,38767,True,1,204154429,0.9174258614991752,0.029648345400082425,0.8877775160990927,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
128,34976,True,1,208504300,0.9224021690509917,0.2978196490816793,0.6245825199693125,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
129,27391,True,1,204791643,0.8856184010108061,0.07620503668670109,0.809413364324105,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
130,36022,True,1,208226697,0.07013794919646944,0.048521108948778625,0.021616840247690818,0.30000000000000004,False,missing_match,ECOM,44,True,correct,Q1
131,37803,True,1,207875395,0.9214395085034053,0.8617280138810274,0.0597114946223779,0.30000000000000004,True,correct,ECOM,44,True,correct,Q1
132,23651,True,1,202784323,0.7340006190814349,0.007073877714136184,0.7269267413672987,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
133,35175,True,1,204792876,0.02206233101830677,0.020238971364871627,0.0018233596534351429,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match,Q1
134,34719,True,1,207543188,0.7255298065383996,0.04219656971875705,0.6833332368196425,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
135,22100,True,1,201953026,0.1524232371473916,0.062191703839154344,0.09023153330823724,0.30000000000000004,False,missing_match,ECOM,44,True,false_link,Q1
136,27857,True,1,204035273,0.955037961714466,0.21607705140471348,0.7389609103097525,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
137,28340,True,1,208456185,0.1579988546244802,0.09568336516466254,0.06231548945981767,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match,Q1
138,17872,True,1,90145561,0.6766758704278957,0.547398756544941,0.1292771138829547,0.30000000000000004,True,correct,ECOM,44,True,correct,Q1
139,33569,True,1,207388760,0.5576796676988712,0.41919489828192474,0.13848476941694648,0.30000000000000004,True,false_link,ECOM,44,True,correct,Q1
140,37825,True,1,205505156,0.927526386258141,0.17600991919221426,0.7515164670659267,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
141,31332,True,1,205761272,0.808085574907308,0.004917485230915587,0.8031680896763924,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
142,28978,True,1,204519849,0.40193040085292214,0.22069948084405894,0.1812309200088632,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
143,34899,True,1,207959814,0.739050440930535,0.07562269437226307,0.6634277465582719,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
144,25950,True,1,202870170,0.7534942513680835,0.04352255955386968,0.7099716918142138,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
145,27793,True,1,204292472,0.3216259267488962,0.28348772289643226,0.038138203852463914,0.30000000000000004,True,false_link,ECOM,44,True,false_link,Q1
146,31392,True,1,205753566,0.6971793028216461,0.009314527605343723,0.6878647752163024,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
147,23965,True,1,203322272,0.8470181673948608,0.007811942794364995,0.8392062246004958,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
148,37749,True,1,210399743,0.7263466974441573,0.09877992067907894,0.6275667767650783,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
149,32405,True,1,203938179,0.9566301136504466,0.6050085414348957,0.3516215722155509,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
150,29273,True,1,202070807,0.9577169007922964,0.058187487311131283,0.8995294134811651,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
151,39039,True,1,210490135,0.7670228190701962,0.0985877034496584,0.6684351156205378,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
152,38492,True,1,206725966,0.7935595009917958,0.01465734794704418,0.7789021530447516,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
153,27975,True,1,10360978,0.876890628815786,0.6955889273408286,0.1813017014749575,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
154,29008,True,1,204792886,0.7830397485362474,0.18992422403070924,0.5931155245055382,0.30000000000000004,True,correct,ECOM,44,False,missing_match,Q3
155,38726,True,1,204080936,0.576643395624834,0.09212996295029138,0.4845134326745426,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
156,37231,True,1,209114390,0.604903453484754,0.003519558864528875,0.6013838946202251,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
157,35216,True,1,208294701,0.908929425285745,0.012151272684814425,0.8967781526009306,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
158,37183,True,1,209656949,0.8199787076816024,0.12773887677368265,0.6922398309079197,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
159,34454,True,1,207390180,0.5221199031931,0.017221236984998337,0.5048986662081016,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
160,34666,True,1,207388758,0.7687487938623644,0.6146872625775116,0.15406153128485278,0.30000000000000004,True,false_link,ECOM,44,True,false_link,Q1
161,33439,True,1,207464920,0.9367608097803546,0.8891105704710219,0.047650239309332654,0.30000000000000004,True,correct,ECOM,44,True,correct,Q1
162,35305,True,1,207637793,0.6003262167807032,0.029525218954022988,0.5708009978266803,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
163,36364,True,1,208226700,0.1451786528519384,0.14350142535815166,0.001677227493786737,0.30000000000000004,False,missing_match,ECOM,44,True,correct,Q1
164,35194,True,1,208504297,0.9355271470291365,0.18114654225656115,0.7543806047725754,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
165,26137,True,1,204272122,0.7813679518029333,0.0050617639322029185,0.7763061878707304,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
166,33175,True,1,207542598,0.9123022881226133,0.3008039051560663,0.611498382966547,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
167,19141,True,1,90145586,0.9346490379289423,0.09091386454132286,0.8437351733876194,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
168,23246,True,2,90146847,0.8404800351235092,0.6396041211241127,0.20087591399939653,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
169,24153,True,1,208715855,0.729362009866211,0.02173224126713295,0.7076297685990781,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
170,32628,True,1,207554111,0.7963910730502122,0.01450522024625449,0.7818858528039577,0.30000000000000004,True,correct,ECOM,44,False,missing_match,Q4
171,31176,True,1,205844279,0.22820278769698624,0.14000441851215573,0.08819836918483051,0.30000000000000004,False,missing_match,ECOM,44,True,correct,Q1
172,36450,True,1,209393872,0.8682681385981588,0.1429709804464717,0.725297158151687,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
173,28149,True,1,204792886,0.1374746176838947,0.11458642151832857,0.022888196165566144,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match,Q1
174,34361,True,1,207642497,0.28124198645164966,0.03363718647593222,0.24760479997571744,0.30000000000000004,False,missing_match,ECOM,44,True,correct,Q2
175,38944,True,1,201965217,0.9122875909764537,0.03904896901867688,0.8732386219577768,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
176,38777,True,1,206917816,0.10850880178861867,0.103778103709024,0.00473069807959467,0.30000000000000004,False,missing_match,ECOM,44,False,missing_match,Q1
177,19112,True,1,90148541,0.8390553675024748,0.1814251398247729,0.6576302276777019,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
178,16877,True,1,202434158,0.9701083740823904,0.062247132294435736,0.9078612417879546,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
179,37767,True,1,204588748,0.9743170720112515,0.018277593320327794,0.9560394786909238,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
180,35190,True,1,208117918,0.8946038602824186,0.8185438225840407,0.07606003769837788,0.30000000000000004,True,correct,ECOM,44,True,correct,Q1
181,34496,True,1,207978102,0.9539178455573698,0.05821300093139272,0.8957048446259771,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
182,34895,True,1,208504345,0.8749589126152177,0.6979869986959504,0.17697191391926737,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
183,18516,True,1,202045862,0.20914459421116186,0.1761367916854602,0.03300780252570165,0.30000000000000004,False,missing_match,ECOM,44,True,correct,Q1
184,37539,True,1,208670548,0.8867693546081743,0.03178456973920504,0.8549847848689692,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
185,38400,True,1,209208547,0.9607169023225383,0.02723143449995235,0.9334854678225859,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
186,32005,True,1,202899998,0.871239498629755,0.017380981361294047,0.853858517268461,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
187,33472,True,1,205777549,0.8817871838107999,0.7343938462772347,0.1473933375335652,0.30000000000000004,True,correct,ECOM,44,True,correct,Q1
188,27194,True,1,204318283,0.4497785479528851,0.2475903347916204,0.20218821316126467,0.30000000000000004,True,correct,ECOM,44,True,correct,Q2
189,35219,True,1,208504334,0.8418217439193002,0.3467015698947189,0.4951201740245813,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
190,32874,True,1,202870172,0.7278335954653263,0.4559149929451503,0.271918602520176,0.30000000000000004,True,false_link,ECOM,44,True,correct,Q2
191,30957,True,1,202046565,0.9881578264537602,0.36839852886347435,0.6197592975902858,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
192,36812,True,1,210399819,0.5277630062521376,0.009043437879443674,0.5187195683726938,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
193,38511,True,1,210460676,0.9479283920037482,0.4037034226567305,0.5442249693470178,0.30000000000000004,True,correct,ECOM,44,True,correct,Q3
194,38796,True,1,209310279,0.9374339466084813,0.00896137961489336,0.9284725669935879,0.30000000000000004,True,correct,ECOM,44,True,correct,Q4
