record_index,ida,has_true_match,n_valid_matches,ft_lr_top1_idb,ft_lr_top1_score,ft_lr_top2_score,ft_lr_gap,ft_lr_threshold,ft_lr_declared,ft_lr_category,dataset,seed,ce_direct_declared,ce_direct_category,quartile
43,23350,True,1,50012447,0.2522694766565904,0.0122478424579181,0.24002163419867228,0.30000000000000004,False,missing_match,ECOM,43,True,false_link,Q2
44,25902,True,1,202479411,0.6579429883927513,0.027471700856521727,0.6304712875362296,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
45,30533,True,1,205729817,0.19515624231376782,0.03251775792720665,0.16263848438656117,0.30000000000000004,False,missing_match,ECOM,43,True,correct,Q2
46,36305,True,1,202899626,0.8416403707855717,0.259539980588189,0.5821003901973827,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
47,27964,True,1,203136103,0.8193008542426482,0.038664014211140886,0.7806368400315074,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
48,36789,True,1,208154853,0.0022593545383306217,0.0019425035145448793,0.0003168510237857424,0.30000000000000004,False,missing_match,ECOM,43,False,missing_match,Q1
49,35843,True,1,207645242,0.9816180157041249,0.03802610880152864,0.9435919069025962,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
50,22100,True,1,201953026,0.1260543384725815,0.028726152114665966,0.09732818635791553,0.30000000000000004,False,missing_match,ECOM,43,True,correct,Q1
51,33021,True,1,203154818,0.825941323517233,0.08750584121082487,0.7384354823064082,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
52,32280,True,1,205664972,0.07633720228512202,0.058498335123550044,0.017838867161571972,0.30000000000000004,False,missing_match,ECOM,43,False,missing_match,Q1
53,34065,True,1,207643194,0.5121444723025907,0.4652353513003125,0.04690912100227823,0.30000000000000004,True,correct,ECOM,43,True,correct,Q1
54,35305,True,1,207637793,0.6023103229436296,0.035260758248498475,0.5670495646951311,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
55,33717,True,1,206928604,0.8645610992224823,0.026960761444242604,0.8376003377782396,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
56,26117,True,1,204587909,0.32659333240336524,0.04075104089591407,0.28584229150745116,0.30000000000000004,True,correct,ECOM,43,True,correct,Q2
57,35054,True,1,202784218,0.887988571267171,0.004894424024361474,0.8830941472428095,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
58,30957,True,1,202046565,0.9848602233361197,0.2232938331720996,0.7615663901640201,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
59,33026,True,1,204230770,0.5466274834948065,0.05996160252069103,0.48666588097411545,0.30000000000000004,True,correct,ECOM,43,False,missing_match,Q3
60,29612,True,1,202870448,0.2828139474811485,0.2779833142022066,0.004830633278941898,0.30000000000000004,False,missing_match,ECOM,43,False,missing_match,Q1
61,32431,True,1,202827677,0.7955517479391297,0.09970142077622815,0.6958503271629016,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
62,36143,True,1,207907552,0.8576145958213215,0.12392333464740402,0.7336912611739175,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
63,38329,True,1,210227282,0.3045838185830736,0.009502356881289642,0.29508146170178395,0.30000000000000004,True,correct,ECOM,43,True,correct,Q2
64,32986,True,1,206179521,0.8268480635020524,0.2968266572034944,0.530021406298558,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
65,34926,True,1,208117930,0.14433874058084717,0.14433874058084717,0.0,0.30000000000000004,False,missing_match,ECOM,43,False,missing_match,Q1
66,34552,True,1,208504187,0.8119126579127778,0.3974474788090611,0.41446517910371666,0.30000000000000004,True,correct,ECOM,43,True,correct,Q2
67,38323,True,1,203379234,0.5167483049467839,0.39000081776585177,0.12674748718093215,0.30000000000000004,True,correct,ECOM,43,True,correct,Q1
68,34363,True,1,206892902,0.495263079507171,0.004447966646224842,0.4908151128609462,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
69,35415,True,1,206827757,0.8784853611418977,0.2276361824852306,0.650849178656667,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
70,34282,True,1,207514566,0.7579026829995713,0.036926918207169875,0.7209757647924014,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
71,35591,True,1,208171946,0.9048251678348572,0.05738508331227298,0.8474400845225842,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
72,24034,True,1,50017228,0.06523263272450813,0.012740934952542027,0.052491697771966106,0.30000000000000004,False,missing_match,ECOM,43,False,missing_match,Q1
73,38939,True,1,204823067,0.2893973429029968,0.008334452849906476,0.2810628900530903,0.30000000000000004,False,missing_match,ECOM,43,True,correct,Q2
74,30436,True,1,204505951,0.32142785356042447,0.23150849713873428,0.08991935642169019,0.30000000000000004,True,correct,ECOM,43,False,missing_match,Q1
75,28981,True,1,204559214,0.8479349702169858,0.4292576917843281,0.41867727843265773,0.30000000000000004,True,correct,ECOM,43,True,correct,Q2
76,33786,True,1,206854515,0.6980699922399334,0.10085722937609728,0.5972127628638361,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
77,33438,True,1,207390650,0.7296592892333147,0.02357067521679793,0.7060886140165168,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
78,24571,True,1,202537967,0.300096232068342,0.24576972988797946,0.05432650218036256,0.30000000000000004,True,correct,ECOM,43,True,correct,Q1
79,30196,True,1,205593367,0.31123652374072075,0.09783385446512491,0.21340266927559584,0.30000000000000004,True,correct,ECOM,43,True,correct,Q2
80,38003,True,1,210404123,0.9120442043756275,0.10291646330007685,0.8091277410755506,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
81,24402,True,1,203897877,0.9473638465660063,0.003730783566133207,0.943633062999873,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
82,9314,True,1,90138520,0.563850405452137,0.11975758638532451,0.4440928190668125,0.30000000000000004,True,correct,ECOM,43,True,correct,Q2
83,32395,True,1,208456185,0.08609660385017344,0.08339016751952501,0.002706436330648432,0.30000000000000004,False,missing_match,ECOM,43,False,missing_match,Q1
84,34095,True,1,207653548,0.9496597171572969,0.14180292356659494,0.807856793590702,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
85,36286,True,1,208791921,0.524809458408052,0.01953890354467649,0.5052705548633756,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
86,36023,True,1,202451162,0.6826339498195256,0.11104590370690139,0.5715880461126243,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
87,26346,True,1,202537952,0.8098308814657572,0.808506722409905,0.0013241590558522587,0.30000000000000004,True,false_link,ECOM,43,True,correct,Q1
88,20459,True,1,206928744,0.05143458928316851,0.04618090803712972,0.00525368124603879,0.30000000000000004,False,missing_match,ECOM,43,True,correct,Q1
89,37091,True,1,207390618,0.02481611872549082,0.0221937802377766,0.002622338487714218,0.30000000000000004,False,missing_match,ECOM,43,False,missing_match,Q1
90,33159,True,1,206725196,0.7248880532450676,0.041724277265357004,0.6831637759797106,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
91,30593,True,1,204860316,0.8591357052701987,0.25589888186205195,0.6032368234081467,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
92,38343,True,1,207935920,0.28199782525423694,0.013533063725582235,0.2684647615286547,0.30000000000000004,False,missing_match,ECOM,43,True,correct,Q2
93,32874,True,1,202870172,0.7209508559059294,0.2719155309676428,0.44903532493828663,0.30000000000000004,True,false_link,ECOM,43,True,correct,Q2
94,16668,True,1,90148258,0.9520924625716477,0.18815330360213253,0.7639391589695151,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
95,14033,True,1,90105156,0.09448355473449126,0.030503151659935144,0.06398040307455612,0.30000000000000004,False,missing_match,ECOM,43,False,missing_match,Q1
96,38773,True,1,210441166,0.7511894342454679,0.07178592144250703,0.6794035128029609,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
97,34824,True,1,207390710,0.8086864431497731,0.6716906032783392,0.13699583987143393,0.30000000000000004,True,correct,ECOM,43,True,false_link,Q2
98,34263,True,1,207897315,0.7660340535363632,0.4791893960526868,0.28684465748367644,0.30000000000000004,True,correct,ECOM,43,True,correct,Q2
99,38098,True,1,209026630,0.7451302521488672,0.052872580364969494,0.6922576717838977,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
100,33537,True,1,206898358,0.8693624290965046,0.09731219247075423,0.7720502366257505,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
101,34154,True,1,207390673,0.8810145550536282,0.8064919300165918,0.07452262503703644,0.30000000000000004,True,correct,ECOM,43,True,correct,Q1
102,35153,True,1,206887905,0.2830764280668074,0.11421219563833147,0.16886423242847592,0.30000000000000004,False,missing_match,ECOM,43,True,correct,Q2
103,38457,True,1,206671732,0.9605216923992905,0.19244894755946734,0.7680727448398232,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
104,21047,True,1,10373002,0.8777499520770146,0.037960280479043505,0.839789671597971,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
105,38400,True,1,209208547,0.9539444363215074,0.0789691357962686,0.8749753005252388,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
106,22187,True,1,204587803,0.028757705486794533,0.012985967045671629,0.015771738441122903,0.30000000000000004,False,missing_match,ECOM,43,True,correct,Q1
107,36243,True,1,206678505,0.8402592782981114,0.09209893524416402,0.7481603430539474,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
108,33377,True,1,10346525,0.9392503128466853,0.18328540474248842,0.7559649081041968,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
109,36446,True,1,208226698,0.683924615561294,0.1429280686811065,0.5409965468801875,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
110,36722,True,1,209656935,0.8429845472979793,0.01732326192274315,0.8256612853752362,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
111,23097,True,2,202635701,0.9229326411066257,0.6141534028672321,0.30877923823939357,0.30000000000000004,True,correct,ECOM,43,True,correct,Q2
112,34946,True,1,208504407,0.12487522063928233,0.07506751988964132,0.04980770074964101,0.30000000000000004,False,missing_match,ECOM,43,False,missing_match,Q1
113,33045,True,1,203514304,0.39617154924555703,0.02012836981598424,0.37604317942957277,0.30000000000000004,True,correct,ECOM,43,True,correct,Q2
114,37183,True,1,209656949,0.8457999631748827,0.18126388656396533,0.6645360766109174,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
115,23686,True,1,10333848,0.8533182096720676,0.18971042520900747,0.6636077844630601,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
116,21875,True,1,201700823,0.43335033368378756,0.020190579809881894,0.4131597538739057,0.30000000000000004,True,correct,ECOM,43,True,correct,Q2
117,32990,True,1,206928604,0.3665522405928025,0.07010676899855993,0.29644547159424256,0.30000000000000004,True,false_link,ECOM,43,False,missing_match,Q2
118,37474,True,1,209310245,0.8511792886670871,0.8287283108624466,0.02245097780464056,0.30000000000000004,True,correct,ECOM,43,True,correct,Q1
119,22798,True,1,202143942,0.45926414896327256,0.008802721966438555,0.450461426996834,0.30000000000000004,True,correct,ECOM,43,True,correct,Q2
120,36169,True,2,90145444,0.16760755308908395,0.09049503203462812,0.07711252105445583,0.30000000000000004,False,missing_match,ECOM,43,False,missing_match,Q1
121,27789,True,1,204318286,0.5507683124494569,0.2772527769717573,0.2735155354776996,0.30000000000000004,True,false_link,ECOM,43,True,false_link,Q2
122,29806,True,1,202755491,0.5444935207432754,0.0609339781585096,0.4835595425847658,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
123,34156,True,1,203952966,0.9484519855992066,0.9092029827055951,0.03924900289361155,0.30000000000000004,True,false_link,ECOM,43,True,correct,Q1
124,38324,True,1,209393521,0.6635750428295802,0.1941914961778268,0.4693835466517534,0.30000000000000004,True,correct,ECOM,43,True,correct,Q2
125,39176,True,1,10380060,0.07905619914273615,0.013239147397120137,0.06581705174561601,0.30000000000000004,False,missing_match,ECOM,43,False,missing_match,Q1
126,35738,True,1,208688474,0.6867384813943211,0.01158478588652408,0.675153695507797,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
127,37187,True,1,209656951,0.8944530965213152,0.14365664953084198,0.7507964469904732,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
128,37123,True,1,209114552,0.9328538069539378,0.005606005624395754,0.9272478013295421,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
129,36824,True,1,209306028,0.8979220498284917,0.17570333388050205,0.7222187159479896,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
130,19132,True,1,202778315,0.9605508685650006,0.16160675381266562,0.798944114752335,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
131,32984,True,1,203934122,0.7774556593625304,0.012720628908252225,0.7647350304542782,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
132,34860,True,1,208114670,0.0692748875283682,0.06765891181379838,0.0016159757145698256,0.30000000000000004,False,missing_match,ECOM,43,False,missing_match,Q1
133,33464,True,1,210245837,0.8826422686688618,0.009325151706690248,0.8733171169621715,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
134,33763,True,1,208112356,0.7101875745216877,0.6096055988962747,0.10058197562541293,0.30000000000000004,True,correct,ECOM,43,True,false_link,Q1
135,38831,True,1,208791918,0.05433477631135866,0.030321774918988385,0.024013001392370278,0.30000000000000004,False,missing_match,ECOM,43,False,missing_match,Q1
136,23325,True,2,202456903,0.874119117994839,0.052711313410758374,0.8214078045840806,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
137,24346,True,1,208972043,0.6571037120014036,0.007852063266216807,0.6492516487351868,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
138,35810,True,1,10326220,0.8747702142329827,0.004378782209738401,0.8703914320232443,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
139,25813,True,1,202973389,0.0933758168783692,0.022156254506174,0.0712195623721952,0.30000000000000004,False,missing_match,ECOM,43,True,correct,Q1
140,34878,True,1,207895085,0.649716378973154,0.1523251177063577,0.49739126126679634,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
141,10102,True,1,90106210,0.8448262225529634,0.8111739882199668,0.03365223433299658,0.30000000000000004,True,correct,ECOM,43,True,correct,Q1
142,34218,True,1,208294712,0.7804964783547049,0.7706876802269524,0.009808798127752483,0.30000000000000004,True,correct,ECOM,43,True,correct,Q1
143,33275,True,1,206808430,0.8665029068035164,0.093812219556431,0.7726906872470853,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
144,35035,True,1,208156878,0.32860501590400204,0.32860501590400204,0.0,0.30000000000000004,True,false_link,ECOM,43,True,false_link,Q1
145,38346,True,1,208167531,0.919074653356654,0.09264119185892034,0.8264334614977336,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
146,38296,True,1,210647824,0.9085637366429378,0.39401276048353623,0.5145509761594016,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
147,38957,True,1,207535265,0.526895093051411,0.013696398176213178,0.5131986948751979,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
148,8060,True,1,90105056,0.5343869812931856,0.3262731868893663,0.20811379440381933,0.30000000000000004,True,correct,ECOM,43,True,correct,Q2
149,37558,True,1,205690063,0.7673642326793467,0.18981442767580378,0.5775498050035429,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
150,24316,True,1,204569292,0.9096184603484412,0.3272204894829776,0.5823979708654636,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
151,31596,True,1,207502093,0.1353597187023587,0.10710387568511542,0.028255843017243265,0.30000000000000004,False,missing_match,ECOM,43,True,correct,Q1
152,36365,True,1,208226696,0.08848966489116296,0.031238112118347636,0.05725155277281532,0.30000000000000004,False,missing_match,ECOM,43,True,correct,Q1
153,26350,True,1,202537952,0.9502761071005902,0.6620387701262118,0.28823733697437837,0.30000000000000004,True,correct,ECOM,43,True,correct,Q2
154,33883,True,1,208177785,0.7795804803091203,0.16381255204299497,0.6157679282661254,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
155,18202,True,1,207654105,0.0010331771351264284,0.001004084413523002,2.909272160342641e-05,0.30000000000000004,False,missing_match,ECOM,43,False,missing_match,Q1
156,25858,True,1,204053338,0.037185332660969746,0.0219754944440092,0.015209838216960547,0.30000000000000004,False,missing_match,ECOM,43,True,correct,Q1
157,34076,True,1,207959750,0.8259831929714904,0.19871651939912832,0.627266673572362,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
158,29825,True,1,205985716,0.09316341348575406,0.08050094728454209,0.012662466201211975,0.30000000000000004,False,missing_match,ECOM,43,False,missing_match,Q1
159,34286,True,1,207945552,0.7425459103903249,0.008495285932737124,0.7340506244575878,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
160,31332,True,1,205761272,0.7454029509449964,0.0036642933216815615,0.7417386576233148,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
161,38001,True,1,209871973,0.9299593275201086,0.08278533041315525,0.8471739971069533,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
162,14061,True,1,203025423,0.9359687165143766,0.01617934440804595,0.9197893721063307,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
163,27779,True,1,205844283,0.782214801548429,0.1293423114761698,0.6528724900722592,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
164,34553,True,1,204793356,0.9123290300625586,0.08825039045957991,0.8240786396029787,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
165,34096,True,1,207642358,0.8384750498575319,0.10308711203272579,0.735387937824806,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
166,37807,True,1,207682397,0.9466321179523637,0.36404153506964815,0.5825905828827156,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
167,34349,True,1,207660498,0.9649612039662491,0.11324368510003005,0.851717518866219,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
168,31032,True,1,210251970,0.723282462725023,0.02602293387218118,0.6972595288528418,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
169,24153,True,1,208715855,0.741209978679543,0.02902217311165136,0.7121878055678916,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
170,34000,True,1,208112358,0.6823024800351845,0.5582124857829741,0.12408999425221034,0.30000000000000004,True,false_link,ECOM,43,True,false_link,Q1
171,32384,True,1,202989028,0.6418281268209919,0.030659138553817186,0.6111689882671747,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
172,34158,True,1,206895864,0.6676237540245487,0.07513765688005113,0.5924860971444975,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
173,29339,True,1,203888987,0.683727290300965,0.03525232544652939,0.6484749648544357,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
174,34934,True,1,208117930,0.14542648575103143,0.14542648575103143,0.0,0.30000000000000004,False,missing_match,ECOM,43,True,correct,Q1
175,27985,True,1,204740191,0.5301962106731384,0.032546211272174434,0.49764999940096394,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
176,36052,True,1,90142591,0.513027976913056,0.00467906099053268,0.5083489159225233,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
177,28554,True,1,204443417,0.6714825905199597,0.010206375451342887,0.6612762150686169,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
178,32488,True,1,206179525,0.49132960523702673,0.11656251134436282,0.37476709389266394,0.30000000000000004,True,correct,ECOM,43,True,correct,Q2
179,580,True,1,202812620,0.14081352719127707,0.014144850223570433,0.12666867696770664,0.30000000000000004,False,missing_match,ECOM,43,False,missing_match,Q1
180,37052,True,1,208941076,0.2623358956222797,0.23082612360243634,0.03150977201984337,0.30000000000000004,False,missing_match,ECOM,43,True,correct,Q1
181,34864,True,1,208294717,0.8167367400100269,0.5430154023562078,0.2737213376538191,0.30000000000000004,True,correct,ECOM,43,True,correct,Q2
182,9546,True,1,208294904,0.9258500698972082,0.008137096636711812,0.9177129732604964,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
183,36260,True,1,10316920,0.8802335524343307,0.01718184323027876,0.8630517092040519,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
184,33493,True,1,206928744,0.9570259013659388,0.0741845988080605,0.8828413025578783,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
185,34126,True,1,203166120,0.8252030475630514,0.7923189142173205,0.032884133345730926,0.30000000000000004,True,correct,ECOM,43,True,correct,Q1
186,36515,True,1,209687172,0.9431004614563328,0.006335644941014395,0.9367648165153184,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
187,37309,True,1,209901964,0.9410723664785636,0.8759112306429883,0.06516113583557537,0.30000000000000004,True,correct,ECOM,43,True,correct,Q1
188,34966,True,1,207965387,0.6873659482186701,0.010417739778281131,0.676948208440389,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
189,35277,True,1,208085253,0.8640517955551165,0.25050609862067064,0.6135456969344458,0.30000000000000004,True,correct,ECOM,43,True,correct,Q3
190,36635,True,1,206460113,0.12644769780837295,0.10050205948592877,0.025945638322444176,0.30000000000000004,False,missing_match,ECOM,43,False,missing_match,Q1
191,32560,True,1,207540310,0.47530464707664766,0.3126593511796275,0.16264529589702015,0.30000000000000004,True,correct,ECOM,43,True,correct,Q2
192,16669,True,1,90148258,0.8899694999490337,0.2877476132574247,0.602221886691609,0.30000000000000004,True,false_link,ECOM,43,True,correct,Q3
193,28982,True,1,204559208,0.8765965668590038,0.47430899447480396,0.4022875723841998,0.30000000000000004,True,correct,ECOM,43,True,correct,Q2
194,29392,True,1,204295637,0.920684495125622,0.0950056053654266,0.8256788897601954,0.30000000000000004,True,correct,ECOM,43,True,correct,Q4
