record_index,ida,has_true_match,n_valid_matches,ft_lr_top1_idb,ft_lr_top1_score,ft_lr_top2_score,ft_lr_gap,ft_lr_threshold,ft_lr_declared,ft_lr_category,dataset,seed
15,journals/sigmod/Weikum02,True,1,url:http://portal.acm.org/citation.cfm%3Fid%3D601858.601867%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,0.45938630040436496,0.3422554154797665,0.11713088492459844,0.5000000000000001,False,missing_match,DBLP,42
16,conf/sigmod/Perna95,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D223872%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9664058219887427,0.002246462024430782,0.9641593599643119,0.5000000000000001,True,correct,DBLP,42
17,journals/sigmod/CherniakV03,False,0,tOa0zXK5Ba4J,0.48109153452139436,0.3872476574192399,0.09384387710215447,0.5000000000000001,False,unmatched_abstention,DBLP,42
18,journals/vldb/ChenHY97,True,1,IWZsSVPC6HMJ,0.9681617336035893,0.2120793987077831,0.7560823348958061,0.5000000000000001,True,correct,DBLP,42
19,conf/sigmod/BohannonMR01,True,1,ChD3-mp23f8J,0.9820922265447284,0.03501069489591259,0.9470815316488158,0.5000000000000001,True,correct,DBLP,42
20,conf/vldb/Moerkotte98,True,2,HcCevkoobDsJ,0.9919309781743916,0.9118957784847412,0.08003519968965034,0.5000000000000001,True,correct,DBLP,42
21,conf/vldb/GehrkeRG98,True,2,hobnzQKRlK4J,0.9625585971440609,0.9125771422264465,0.04998145491761441,0.5000000000000001,True,correct,DBLP,42
22,conf/vldb/HelmerNM03,True,1,8-HpAN0xpjcJ,0.9860078061674635,0.0008829805428261745,0.9851248256246373,0.5000000000000001,True,correct,DBLP,42
23,conf/sigmod/Mohan99,True,1,XppwYYxOpksJ,0.992273677432773,0.008893168814381519,0.9833805086183914,0.5000000000000001,True,correct,DBLP,42
24,conf/vldb/PopaVMHF02,True,3,qJ4lzBFzjdgJ,0.9896456237301268,0.9511125626236441,0.03853306110648269,0.5000000000000001,True,correct,DBLP,42
25,journals/sigmod/Mackay99,True,2,tzUxfh8dD9sJ,0.9762478169122757,0.9334400410844982,0.042807775827777506,0.5000000000000001,True,correct,DBLP,42
26,journals/sigmod/GruenwaldBDGSSV99,True,3,ihljCMaS2UsJ,0.979076273756056,0.978600921968123,0.00047535178793300936,0.5000000000000001,True,correct,DBLP,42
27,journals/sigmod/AtkinsonDJPS96,True,5,JHVWab3P4zIJ,0.9662682668054099,0.9370839668634516,0.02918429994195826,0.5000000000000001,True,correct,DBLP,42
28,conf/sigmod/FernandezFKLS98,True,9,x-Xcm921UTMJ,0.9667595990633125,0.9652477841085538,0.0015118149547587167,0.5000000000000001,True,correct,DBLP,42
29,journals/sigmod/Ley00,False,0,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D601859%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.0033963955207220037,0.0031785140351309367,0.000217881485591067,0.5000000000000001,False,unmatched_abstention,DBLP,42
30,conf/vldb/TengCY03,True,1,wJjaZnzD6pAJ,0.9852345290674119,0.3577310810519121,0.6275034480154998,0.5000000000000001,True,correct,DBLP,42
31,conf/vldb/ChenJLP03,True,2,BGcx_nZKM4wJ,0.9844665280948433,0.8719650747197025,0.11250145337514073,0.5000000000000001,True,correct,DBLP,42
32,conf/vldb/Sarawagi02,True,1,BJ0pr7FqzzoJ,0.40209980273728974,0.009453460615320049,0.3926463421219697,0.5000000000000001,False,missing_match,DBLP,42
33,conf/vldb/FlorescuLSY99,True,1,aUElZKC-txIJ,0.9860078017089516,0.8786775425625413,0.10733025914641037,0.5000000000000001,True,correct,DBLP,42
34,conf/vldb/AbrolLMMMRTWZ01,True,1,w9Ma-YjZHYkJ,0.9723716730415971,0.0003477846227455758,0.9720238884188516,0.5000000000000001,True,correct,DBLP,42
35,conf/sigmod/Hellerstein00,True,1,rbluxTXqUQwJ,0.9353740334388122,0.5161978265134999,0.4191762069253123,0.5000000000000001,True,correct,DBLP,42
36,conf/vldb/MeccaCM01,True,4,Ph7ZpmdNOPEJ,0.9906542004019802,0.959773460751803,0.030880739650177125,0.5000000000000001,True,correct,DBLP,42
37,conf/vldb/ChawatheCY94,True,1,VPwP1w9wvhEJ,0.9638595098003713,0.0011026908411789237,0.9627568189591923,0.5000000000000001,True,correct,DBLP,42
38,conf/vldb/GoldmanW97,True,8,3zf3WSt0B6UJ,0.9919309781743916,0.9615909823422532,0.030339995832138422,0.5000000000000001,True,correct,DBLP,42
39,conf/vldb/Kuhn03,False,0,MyW5sLwDtogJ,0.3678924208406657,0.0006101961204531152,0.3672822247202126,0.5000000000000001,False,unmatched_abstention,DBLP,42
40,conf/vldb/MadhavanH03,True,2,ujCYoqKS6BcJ,0.989855312983178,0.9607777495233912,0.029077563459786737,0.5000000000000001,True,correct,DBLP,42
41,journals/sigmod/RoddickABDEGHLMMMW00,True,2,eA8gNVxHRJ4J,0.9862869233759411,0.9599501517942312,0.026336771581709995,0.5000000000000001,True,correct,DBLP,42
42,conf/vldb/KnorrN99,True,2,7lkCBMe603kJ,0.980122041055454,0.6398993418751001,0.34022269918035386,0.5000000000000001,True,correct,DBLP,42
43,conf/sigmod/BhattacharyaMBNHS02,True,3,tsQbSCfQTooJ,0.9880609130651477,0.24026720827396095,0.7477937047911867,0.5000000000000001,True,correct,DBLP,42
44,journals/sigmod/Snodgrass94,True,2,SYVDufoTe_IJ,0.9863632475555515,0.07284655532836529,0.9135166922271862,0.5000000000000001,True,correct,DBLP,42
45,journals/sigmod/Giorgini03,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959084%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.3423766831675879,0.010426016228243353,0.33195066693934455,0.5000000000000001,False,missing_match,DBLP,42
46,conf/vldb/JagadishLS99,True,2,5d1R2mD-7MkJ,0.9825128852734262,0.48964993071069396,0.4928629545627322,0.5000000000000001,True,correct,DBLP,42
47,conf/sigmod/ShahC01,True,1,2wGOv6yh4yIJ,0.9842352550427861,0.007838011397891682,0.9763972436448944,0.5000000000000001,True,correct,DBLP,42
48,conf/vldb/ZellerK02,True,1,UIWreKZndVQJ,0.9905087434223809,0.00029183269768002693,0.9902169107247009,0.5000000000000001,True,correct,DBLP,42
49,journals/vldb/JiangE98,True,1,PjtgP4aQt00J,0.981674090051611,0.001362708317773691,0.9803113817338373,0.5000000000000001,True,correct,DBLP,42
50,conf/vldb/KriegelPS00,True,2,VSQ0v1UlIvoJ,0.9721981994241967,0.7220301292200194,0.2501680702041773,0.5000000000000001,True,correct,DBLP,42
51,conf/sigmod/AmbiteABKMMMPT98,True,3,iE-UE2bDGZ8J,0.9803617714110201,0.936665435851087,0.04369633555993313,0.5000000000000001,True,correct,DBLP,42
52,conf/sigmod/IvesLPST00,True,2,rtnpqb22gGcJ,0.982267305674885,0.849370802942442,0.1328965027324429,0.5000000000000001,True,correct,DBLP,42
53,journals/sigmod/Snodgrass99b,False,0,uPBlQ76s_g4J,0.5009759292493219,0.49997464732891345,0.0010012819204084367,0.5000000000000001,True,false_link,DBLP,42
54,journals/vldb/ChakrabartiGRS01,True,4,PTmCbogNUpAJ,0.9872233717745775,0.8604958388641921,0.1267275329103854,0.5000000000000001,True,correct,DBLP,42
55,conf/vldb/VelegrakisMP03,True,3,gP3ld61I__kJ,0.984512994797706,0.5909041118260905,0.39360888297161556,0.5000000000000001,True,correct,DBLP,42
56,journals/sigmod/Neven02,True,1,xAXF0HSF4h8J,0.9922162363623479,0.003558736592762588,0.9886574997695853,0.5000000000000001,True,correct,DBLP,42
57,conf/vldb/RantzauCHM02,False,0,url:http://www.springerlink.com/index/P86160527882109L.pdf,0.004034056227744233,0.0016429627195532908,0.002391093508190942,0.5000000000000001,False,unmatched_abstention,DBLP,42
58,journals/sigmod/Labrinidis01,False,0,url:http://portal.acm.org/citation.cfm%3Fid%3D604264.604283%26coll%3DGUIDE%26dl%3DACM%26type%3Dissue%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,0.7599602249398884,0.00044376133827225595,0.7595164636016161,0.5000000000000001,True,false_link,DBLP,42
59,conf/sigmod/Rodriguez-Martinez00,True,1,ZX_Rn4h2st0J,0.9158459913665158,0.018563997959620486,0.8972819934068953,0.5000000000000001,True,correct,DBLP,42
60,conf/sigmod/MankuRL99,True,4,X94gDE70Zn0J,0.9888783878539313,0.7161487514532077,0.2727296364007237,0.5000000000000001,True,correct,DBLP,42
61,conf/vldb/Carey00,False,0,YNf6LdvNZO0J,0.0011202602646459725,0.0005102072092661965,0.000610053055379776,0.5000000000000001,False,unmatched_abstention,DBLP,42
62,conf/sigmod/ArasuG03,True,3,zN8ngmWNDlgJ,0.9652467910008042,0.8867850578874474,0.0784617331133568,0.5000000000000001,True,correct,DBLP,42
63,conf/vldb/Dayal99,True,2,url:http://portal.acm.org/citation.cfm%3Fid%3D645925.671502,0.9855118101400371,0.21678045501878465,0.7687313551212525,0.5000000000000001,True,correct,DBLP,42
64,conf/vldb/LingLL00,True,2,yKnPPSNrDb0J,0.9845545009517674,0.9458191125052724,0.038735388446495045,0.5000000000000001,True,correct,DBLP,42
65,conf/vldb/SripadaW94,True,1,VqNz3sp638UJ,0.8959475371364556,0.000621729317426341,0.8953258078190293,0.5000000000000001,True,correct,DBLP,42
66,journals/sigmod/BhargavaAP95,True,2,Sql66UDiVnwJ,0.9922162411179564,0.9479307526501835,0.044285488467772915,0.5000000000000001,True,correct,DBLP,42
67,conf/sigmod/LabrinidisR00,True,1,DKUouEkK_b4J,0.96399333977094,0.8992814825446847,0.06471185722625539,0.5000000000000001,True,correct,DBLP,42
68,conf/sigmod/Eaton98,False,0,J1CLaoEhUTwJ,0.0033431032641971516,0.0012462242766139952,0.0020968789875831567,0.5000000000000001,False,unmatched_abstention,DBLP,42
69,journals/sigmod/ConradHHKRSS99,True,4,nmEhI0tiWGAJ,0.9861147297584131,0.9746437293753796,0.011471000383033503,0.5000000000000001,True,correct,DBLP,42
70,conf/sigmod/BrunoCG01,True,3,8KJ9XFv1ESAJ,0.9922736832878387,0.9708209401709567,0.021452743116882056,0.5000000000000001,True,correct,DBLP,42
71,journals/sigmod/BuchnerM98,True,6,SZwq84m3bGYJ,0.9657881596662826,0.9035338643779949,0.06225429528828774,0.5000000000000001,True,correct,DBLP,42
72,journals/sigmod/RosenthalSMBTL95,True,1,-_FyboGgZkkJ,0.9893139659782595,0.044958727655798725,0.9443552383224607,0.5000000000000001,True,correct,DBLP,42
73,conf/sigmod/GibbonsM98,True,5,4EgMtIywBRUJ,0.990912304524494,0.9757078916824997,0.015204412841994253,0.5000000000000001,True,correct,DBLP,42
74,conf/vldb/LiCHPALHAY01,True,1,Nn0x6RmkrVwJ,0.970084325788879,0.05520837416978018,0.9148759516190988,0.5000000000000001,True,correct,DBLP,42
75,journals/tods/KotidisR01,True,1,04utamFvle4J,0.9872891259263079,0.059812825525749215,0.9274763004005587,0.5000000000000001,True,correct,DBLP,42
76,conf/vldb/DattaDTVRF01,True,3,rDObsYKVroMJ,0.9331454362196091,0.753265528619879,0.17987990759973005,0.5000000000000001,True,correct,DBLP,42
77,conf/sigmod/LoR94,True,2,3CMnzSHX7KoJ,0.9120297810269365,0.8567777101726846,0.05525207085425199,0.5000000000000001,True,correct,DBLP,42
78,conf/vldb/ChenHWW02,True,1,kgXRJZKRxZQJ,0.9917749035818584,0.047541561352836,0.9442333422290223,0.5000000000000001,True,correct,DBLP,42
79,conf/vldb/TatbulCZCS03,True,3,TAsynkdIAfwJ,0.9793188530949098,0.9227262149626375,0.05659263813227233,0.5000000000000001,True,correct,DBLP,42
80,conf/sigmod/HoAMS97,True,7,1HAB-tuw7N4J,0.9536131375327973,0.947483389435318,0.006129748097479348,0.5000000000000001,True,correct,DBLP,42
81,conf/vldb/ShuklaDN98,True,2,1eCp1f8DhasJ,0.9912272463260434,0.7334430673975488,0.2577841789284946,0.5000000000000001,True,correct,DBLP,42
82,conf/sigmod/HinneburgKW02,True,3,VWd7jhLXfV0J,0.9913758589619633,0.7148477481594544,0.27652811080250894,0.5000000000000001,True,correct,DBLP,42
83,journals/sigmod/MarchiLPT03,True,2,9dgFU6XaLrwJ,0.9906938661769095,0.584386662280667,0.4063072038962424,0.5000000000000001,True,correct,DBLP,42
84,journals/sigmod/NadoH97,True,1,yN9f4dSKC9QJ,0.9862838944937292,0.009036867126690612,0.9772470273670386,0.5000000000000001,True,correct,DBLP,42
85,conf/vldb/Gawlick96,True,1,Y5OJk6_D-ZUJ,0.9860078071880548,0.0011006526351681277,0.9849071545528867,0.5000000000000001,True,correct,DBLP,42
86,conf/vldb/ZhouLZLZJT01,True,2,fJQ7Col2vYsJ,0.9775879827280696,0.9038252062963252,0.07376277643174434,0.5000000000000001,True,correct,DBLP,42
87,conf/sigmod/AcharyaGPR99,True,5,s064OghlyIUJ,0.9874619151648225,0.9423640327547629,0.04509788241005963,0.5000000000000001,True,correct,DBLP,42
88,conf/vldb/BlokWZPAKJ01,True,2,jxPqWIuxhvwJ,0.9724502958482522,0.8629810601761289,0.1094692356721233,0.5000000000000001,True,correct,DBLP,42
89,journals/tods/WandSW99,True,2,pYtOkFSgdXYJ,0.9840967421910798,0.41644072393359105,0.5676560182574888,0.5000000000000001,True,correct,DBLP,42
90,journals/tods/DeySB99,True,1,lUIjuGqk6q4J,0.9805688700664449,0.0019085896822092527,0.9786602803842356,0.5000000000000001,True,correct,DBLP,42
91,conf/vldb/WiesnerK01,True,1,UrDwK2S7QVwJ,0.9860078309424807,0.015964587963826854,0.9700432429786539,0.5000000000000001,True,correct,DBLP,42
92,conf/sigmod/BerchtoldBBKK97,True,1,BMkGN7AiGhYJ,0.9009482181732295,0.018625889097387337,0.8823223290758421,0.5000000000000001,True,correct,DBLP,42
93,conf/sigmod/TheobaldW02,True,1,w5_HkketH-wJ,0.9922736660448275,0.005828765688999206,0.9864449003558282,0.5000000000000001,True,correct,DBLP,42
94,journals/vldb/CliftonGB95,True,1,YkIvdNOC64cJ,0.9872233717745775,0.0019415611572197833,0.9852818106173578,0.5000000000000001,True,correct,DBLP,42
95,journals/sigmod/Franklin98a,False,0,ntqMqfgRXM4J,0.48119963053095527,0.4486161354303512,0.03258349510060404,0.5000000000000001,False,unmatched_abstention,DBLP,42
96,journals/sigmod/YeungHL94,True,1,yQv94p3tE1IJ,0.9922162289124073,0.13181216891412376,0.8604040599982836,0.5000000000000001,True,correct,DBLP,42
97,conf/sigmod/BrownCL96,True,1,H4A7nUWyXtQJ,0.9840508726214944,0.023025104484332117,0.9610257681371622,0.5000000000000001,True,correct,DBLP,42
98,conf/vldb/Mihalisin98,True,1,FuzSLPzjrokJ,0.9919309786506806,0.0005467206043121825,0.9913842580463684,0.5000000000000001,True,correct,DBLP,42
99,conf/sigmod/Englert94,True,1,KOpz_NXJ3WUJ,0.9922736644543275,0.0023156703877570198,0.9899579940665705,0.5000000000000001,True,correct,DBLP,42
100,journals/vldb/RoySSSA98,True,3,vitgygjdz3AJ,0.98206864517678,0.980282352492477,0.0017862926843030813,0.5000000000000001,True,correct,DBLP,42
101,conf/sigmod/SeshadriHPLRSSS96,True,2,3OxZS395vDcJ,0.98537284914925,0.42344071150710805,0.561932137642142,0.5000000000000001,True,correct,DBLP,42
102,conf/vldb/ChaudhuriGN03,True,1,sAYCyUcugbYJ,0.9860078278807115,0.002655165498720069,0.9833526623819915,0.5000000000000001,True,correct,DBLP,42
103,journals/sigmod/StolfoLCFE01,True,1,lvIPWxkN4YAJ,0.9900875637785223,0.0011607779058629521,0.9889267858726593,0.5000000000000001,True,correct,DBLP,42
104,journals/sigmod/Qian94a,False,0,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D212022%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.25776714830738645,0.0014616059309830777,0.25630554237640335,0.5000000000000001,False,unmatched_abstention,DBLP,42
105,conf/sigmod/BunemanDHS96,True,9,rNVPCLfguuMJ,0.9922736649105464,0.9613532036956963,0.030920461214850037,0.5000000000000001,True,correct,DBLP,42
106,conf/sigmod/TheodoulidisAACKS94,True,2,srDgEOADv7cJ,0.9586094044736777,0.7525573204352091,0.20605208403846864,0.5000000000000001,True,correct,DBLP,42
107,journals/sigmod/LiefkeS00,True,2,N0eowMtIAukJ,0.9922162352197017,0.523178791050795,0.4690374441689067,0.5000000000000001,True,correct,DBLP,42
108,journals/sigmod/Hammer00,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D601859%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.6457053886710468,0.012285428012752592,0.6334199606582942,0.5000000000000001,True,correct,DBLP,42
109,conf/vldb/Kiessling02,True,2,uS43GVHJ3jQJ,0.9720380752060385,0.8285680921204156,0.14346998308562287,0.5000000000000001,True,correct,DBLP,42
110,conf/vldb/KamelF94,True,8,A7WoAzxOJ9YJ,0.9720136483617368,0.9647637337208056,0.0072499146409311654,0.5000000000000001,True,correct,DBLP,42
111,conf/sigmod/BenediktCFFR03,True,1,T5ZdpquqfJ0J,0.9899194940234732,0.0008556679258216581,0.9890638260976515,0.5000000000000001,True,correct,DBLP,42
112,journals/vldb/BraumandlCKK00,True,1,snWxBtd7kK8J,0.9687233121199793,0.026658047781954127,0.9420652643380252,0.5000000000000001,True,correct,DBLP,42
113,conf/vldb/Blecken00,True,1,hCSzil0nuVEJ,0.9860078063670716,0.00028068409058390736,0.9857271222764877,0.5000000000000001,True,correct,DBLP,42
114,conf/sigmod/ChawatheRGW96,True,4,ilCT5UFnHxgJ,0.9889603388215923,0.8820172972274021,0.10694304159419021,0.5000000000000001,True,correct,DBLP,42
115,journals/tods/TaoP03,True,1,faqaX7J_Kl8J,0.9872891227679115,0.003542375026957869,0.9837467477409536,0.5000000000000001,True,correct,DBLP,42
116,conf/vldb/PatonG01,True,1,mHCrMuxQnBsJ,0.5229735433415822,0.0011163066885075585,0.5218572366530746,0.5000000000000001,True,correct,DBLP,42
117,conf/vldb/ViverosNR96,True,2,YWG9plUEbigJ,0.8893992141353035,0.8667853886580782,0.022613825477225347,0.5000000000000001,True,correct,DBLP,42
118,conf/vldb/LeslieJBY95,True,1,zmwPMSd8rGgJ,0.9919309793585724,0.006195152371317232,0.9857358269872553,0.5000000000000001,True,correct,DBLP,42
119,conf/vldb/KarayannidisTSPMRFEB02,True,1,9KiPVAodKnYJ,0.9858580153183273,0.018025576447470812,0.9678324388708565,0.5000000000000001,True,correct,DBLP,42
120,journals/tods/KonopnickiS98,True,2,BKUtItHoTX8J,0.9869896839624864,0.7782734596587272,0.20871622430375925,0.5000000000000001,True,correct,DBLP,42
121,conf/vldb/MadhavanBR01,True,4,wRHapJxb_-QJ,0.9909155803148432,0.9886091738797823,0.0023064064350608593,0.5000000000000001,True,correct,DBLP,42
122,journals/vldb/NgS98,True,3,url:http://www.springerlink.com/index/85D6LYCWB48DWBKW.pdf,0.9772653012201323,0.935650630834618,0.04161467038551436,0.5000000000000001,True,correct,DBLP,42
123,conf/vldb/TriantafillouP97,True,1,L7vxP-dXbukJ,0.9811735311610821,0.011285773438807075,0.969887757722275,0.5000000000000001,True,correct,DBLP,42
124,conf/sigmod/BaumannDFRW98,True,1,k3WA-AE7Sh4J,0.9556001876686994,0.1237552705036877,0.8318449171650116,0.5000000000000001,True,correct,DBLP,42
125,journals/tods/KrishnakumarB94,True,1,8ZjEDOBUd_QJ,0.9834478173510572,0.0125719493414624,0.9708758680095948,0.5000000000000001,True,correct,DBLP,42
126,journals/vldb/GibsonKR00,True,1,9FBwT6XFOssJ,0.9872233621416233,0.0052341376632599555,0.9819892244783633,0.5000000000000001,True,correct,DBLP,42
127,conf/vldb/DeWittKLPY94,True,6,cehAAlTq4s8J,0.9848263477407864,0.518460266615114,0.46636608112567235,0.5000000000000001,True,correct,DBLP,42
128,conf/sigmod/ColeG94,True,4,_6wwPJEGUiAJ,0.9853361352020232,0.9850180040970301,0.0003181311049931246,0.5000000000000001,True,correct,DBLP,42
129,conf/vldb/ZengBNN01,True,2,3TivNLIErRkJ,0.9849103761949305,0.9461371119315976,0.03877326426333294,0.5000000000000001,True,correct,DBLP,42
130,journals/vldb/FuCCM00,True,1,7kC8fo78d6sJ,0.9819176209995947,0.005155364815059938,0.9767622561845347,0.5000000000000001,True,correct,DBLP,42
131,conf/sigmod/PapadiasTSE95,True,2,PogZLKV_bIsJ,0.9726107725932669,0.8281256085313852,0.14448516406188172,0.5000000000000001,True,correct,DBLP,42
132,journals/vldb/Ozsu03,True,1,url:http://www.springerlink.com/index/3G9E0YCGLRQFPN89.pdf,0.840334540379334,0.00146299896178959,0.8388715414175444,0.5000000000000001,True,correct,DBLP,42
133,journals/sigmod/BerraNT95,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202670%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9391356219918523,0.019444167330142665,0.9196914546617097,0.5000000000000001,True,correct,DBLP,42
134,conf/sigmod/WangSCRZP97,True,2,chcojj8yN1sJ,0.9653438090590616,0.19795909655319016,0.7673847125058715,0.5000000000000001,True,correct,DBLP,42
135,conf/sigmod/Gettys95,False,0,N8syKKPN6IoJ,0.0006997960035421567,0.00037413459367864556,0.00032566140986351117,0.5000000000000001,False,unmatched_abstention,DBLP,42
136,conf/vldb/TanGO99,True,1,CcTZvs8xd2sJ,0.9778142943811396,0.025944149861728275,0.9518701445194113,0.5000000000000001,True,correct,DBLP,42
137,conf/sigmod/DarR94,True,1,TtV6gGLQ9NMJ,0.992273677432773,0.15110676660781472,0.8411669108249582,0.5000000000000001,True,correct,DBLP,42
138,conf/vldb/AgrawalSX01,True,2,bpWvAVOZLbwJ,0.9919309798348612,0.8077399563891311,0.18419102344573013,0.5000000000000001,True,correct,DBLP,42
139,journals/sigmod/JaegerF95,True,2,oacFELqmw0cJ,0.9659283647631869,0.769170778731576,0.19675758603161086,0.5000000000000001,True,correct,DBLP,42
140,conf/sigmod/BilirisDGJR94,True,2,3Lzo6p8X-n4J,0.9833784765809588,0.9315214181405789,0.05185705844037991,0.5000000000000001,True,correct,DBLP,42
141,conf/vldb/GolabO03,True,2,6K9FhI2pFEgJ,0.954620569536306,0.6733626719683337,0.28125789756797237,0.5000000000000001,True,correct,DBLP,42
142,journals/sigmod/WenLMZ03,True,1,5KdceadGf8cJ,0.987765654287911,0.005830060710820325,0.9819355935770906,0.5000000000000001,True,correct,DBLP,42
143,journals/sigmod/SayginVC01,True,3,Tp9iVMsAzocJ,0.9863131939538442,0.9755230593483138,0.010790134605530355,0.5000000000000001,True,correct,DBLP,42
144,journals/sigmod/ChristoffelPSL98,True,4,yC3NWP247K8J,0.9722015155482288,0.9622749816403506,0.009926533907878121,0.5000000000000001,True,correct,DBLP,42
145,journals/sigmod/HasanFV96,True,3,m2CCumFeAWgJ,0.9922162352197017,0.9751992542590721,0.017016980960629646,0.5000000000000001,True,correct,DBLP,42
146,journals/sigmod/Jarke95,True,1,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202671%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,0.9922162465991184,0.01303063919946089,0.9791856073996575,0.5000000000000001,True,correct,DBLP,42
147,conf/sigmod/ChanI99,True,2,kNT7yt823K8J,0.9439547127648101,0.9396269449007065,0.004327767864103604,0.5000000000000001,True,correct,DBLP,42
148,conf/sigmod/VriesMNK02,True,1,dVn0Led5JLAJ,0.9808639234481118,0.0003983199859103085,0.9804656034622015,0.5000000000000001,True,correct,DBLP,42
149,conf/vldb/YuSLJ02,True,3,6EJ6A2y_U1IJ,0.9901451981924699,0.9566887414808882,0.033456456711581706,0.5000000000000001,True,correct,DBLP,42
150,journals/sigmod/KuoM96,True,1,vmwgqLkw0NUJ,0.9787029705923278,0.005666127665796789,0.973036842926531,0.5000000000000001,True,correct,DBLP,42
151,journals/sigmod/EisenbergM99,True,4,Z1P9QnSfDuAJ,0.9907315436715304,0.9762880305195616,0.01444351315196879,0.5000000000000001,True,correct,DBLP,42
152,conf/vldb/McKennaBHT96,True,1,0tZaTV3W05wJ,0.9845570697152809,0.00883532267289196,0.9757217470423889,0.5000000000000001,True,correct,DBLP,42
